type,np,stat,pMSE_LR_V,pMSE_LR_R,pMSE_LR_S,pMSE_T_V,pMSE_T_R,pMSE_T_S,IDR,CAP_0,CAP_NA,Pop_Uniq,JSD,Dpa,Dcb,Authenticity,Record_Linkage,DCR,NNDR,Pairwise Correlation
synthpop_default,3000x29(agriculture),min,0.001482428,0.666059929,-1.480204604,0.128943336,1.007873035,0.239331051,0.018916667,0.000216119,0.004052236,0.01056338,0.244371296,0.680275859,0.938871177,0.968,0.104500444,0.022725297,0.794514786,2.670916382
synthpop_default,3000x29(agriculture),max,0.001482428,0.78967743,-0.777543195,0.131733054,1.044769745,0.990529219,0.032666667,0.000358202,0.006349047,0.022064057,0.244371296,0.680275859,0.938871177,0.968,0.104500444,0.022725297,0.794514786,2.670916382
synthpop_spline,3000x29(agriculture),mean,0.001902523,0.913415736,-0.336822506,0.102948191,0.808785014,-3.499461952,0.030016614,0.000301887,0.004980856,0.014588444,0.452861345,0.701149426,0.968439158,0.961333333,0.104417778,0.024527464,0.79396366,2.705948633
synthpop_spline,3000x29(agriculture),sd,2.19E-19,0.037566253,0.145157026,0.013716529,0.106138352,2.430032183,0.002566665,4.36E-05,0.0003822,0.001864526,5.61E-17,0,2.24E-16,0.00E+00,0,0,0,4.49E-16
synthpop_spline,3000x29(agriculture),min,0.001902523,0.850493294,-0.597654884,0.089330936,0.692023947,-9.427201319,0.019137037,0.000223341,0.004295014,0.009803922,0.452861345,0.701149426,0.968439158,0.961333333,0.104417778,0.024527464,0.79396366,2.705948633
synthpop_spline,3000x29(agriculture),max,0.001902523,0.99746139,-0.010005349,0.117159816,0.927273062,-0.931391525,0.034666667,0.00040726,0.006055617,0.01774308,0.452861345,0.701149426,0.968439158,0.961333333,0.104417778,0.024527464,0.79396366,2.705948633
synthpop_density,3000x29(agriculture),mean,0.001354035,0.641189273,-1.434253403,0.191385783,1.480609986,14.63649137,0.029949206,0.000265839,0.004965128,0.01565984,0.275250964,0.63540229,0.922130787,0.978,0.104378667,0.024952748,0.794333127,3.033803166
synthpop_density,3000x29(agriculture),sd,2.19E-19,0.022355786,0.171010294,0.000610747,0.00952693,3.778427478,0.002580357,3.68E-05,0.000384034,0.002090117,0,1.12E-16,1.12E-16,0.00E+00,1.40E-17,0,1.12E-16,4.49E-16
synthpop_density,3000x29(agriculture),min,0.001354035,0.605207397,-1.814466476,0.190593232,1.460919092,8.073026909,0.017571429,0.000215641,0.00405214,0.009859155,0.275250964,0.63540229,0.922130787,0.978,0.104378667,0.024952748,0.794333127,3.033803166
synthpop_density,3000x29(agriculture),max,0.001354035,0.691174738,-1.104734105,0.192439667,1.505344245,23.12577212,0.035333333,0.000374932,0.005799941,0.020422535,0.275250964,0.63540229,0.922130787,0.978,0.104378667,0.024952748,0.794333127,3.033803166
ctgan,3000x29(agriculture),mean,0.035761899,17.81435478,64.76529176,0.220772531,1.688969993,19.42750805,0.015567582,0.000154443,0.005913895,0.006924949,1.129679019,0.271448279,0.833640901,0.994,0.107836444,0.025856986,0.85667823,4.635623138
ctgan,3000x29(agriculture),sd,0,0.647950273,8.298976267,8.08E-05,0.009080128,5.023332077,0.002390568,1.70E-05,0.000691934,0.001533191,0,0,1.12E-16,0.00E+00,1.40E-17,3.50E-18,2.24E-16,8.97E-16
ctgan,3000x29(agriculture),min,0.035761899,16.57356184,50.56343073,0.220665864,1.668912774,10.48969071,0.007543651,0.00010095,0.004206269,0.004765146,1.129679019,0.271448279,0.833640901,0.994,0.107836444,0.025856986,0.85667823,4.635623138
ctgan,3000x29(agriculture),max,0.035761899,19.26760106,93.65076643,0.220832531,1.71279462,29.33620358,0.02,0.000193006,0.008813276,0.011627907,1.129679019,0.271448279,0.833640901,0.994,0.107836444,0.025856986,0.85667823,4.635623138
orig,12664x108(corporation),mean,0.000459624,0.58887552,-2.044829266,0.102659696,0.923294222,-0.417287584,0,0.000626259,0.002059684,0.05415069,0.286455479,0.08535737,0.144429971,0.017372078,0.005762102,0.974755893,0.829537603,21.94083068
orig,12664x108(corporation),sd,5.48E-20,0.015611139,0.236709447,0.000346386,0.026635623,0.188612499,0,1.76E-05,4.30E-05,0.001831609,0,1.40E-17,0,0,8.76E-19,1.12E-16,2.24E-16,0
orig,12664x108(corporation),min,0.000459624,0.55750346,-2.653256015,0.101899149,0.85476398,-0.983293221,0,0.000568135,0.001886435,0.049839228,0.286455479,0.08535737,0.144429971,0.017372078,0.005762102,0.974755893,0.829537603,21.94083068
orig,12664x108(corporation),max,0.000459624,0.626355803,-1.547227465,0.103145638,0.993619373,-0.026070812,0,0.00066218,0.002138157,0.059701493,0.286455479,0.08535737,0.144429971,0.017372078,0.005762102,0.974755893,0.829537603,21.94083068
synthpop_default,12664x108(corporation),mean,0.000644418,0.707689099,-1.5360647,0.167557775,1.462355104,2.559299546,0,0.00063752,0.002112709,0.05662459,0.218209985,0.129562873,0.550526033,0.038060644,0.005636348,0.983997054,0.837229462,18.67647974
synthpop_default,12664x108(corporation),sd,1.10E-19,0.019487632,0.15809719,0.000267457,0.029057086,0.25601312,0,1.65E-05,4.16E-05,0.001810341,2.80E-17,2.80E-17,0,0,0,1.12E-16,2.24E-16,0
synthpop_default,12664x108(corporation),min,0.000644418,0.656249532,-1.899149151,0.166866543,1.403074847,2.156127398,0,0.000598976,0.001973316,0.052631579,0.218209985,0.129562873,0.550526033,0.038060644,0.005636348,0.983997054,0.837229462,18.67647974
synthpop_default,12664x108(corporation),max,0.000644418,0.757886754,-1.228334173,0.168108906,1.528976033,3.282896699,0,0.000677522,0.002205107,0.061352441,0.218209985,0.129562873,0.550526033,0.038060644,0.005636348,0.983997054,0.837229462,18.67647974
synthpop_spline,12664x108(corporation),mean,0.001406607,1.57536091,2.998982548,0.149484306,1.398452238,1.815049997,3.16E-06,0.000598122,0.002027448,0.054374863,0.720691442,0.211362823,0.660944935,0.084965256,0.005780284,0.992412805,0.835509554,16.94951846
synthpop_spline,12664x108(corporation),sd,0,0.040051326,0.355530433,0.000156203,0.045082439,0.156883185,1.56E-05,1.69E-05,4.41E-05,0.001581045,0,2.80E-17,1.12E-16,0.00E+00,0,1.12E-16,0,0
synthpop_spline,12664x108(corporation),min,0.001406607,1.468155115,2.285534966,0.14922915,1.323624747,1.568390295,0,0.000550044,0.001900096,0.051118912,0.720691442,0.211362823,0.660944935,0.084965256,0.005780284,0.992412805,0.835509554,16.94951846
synthpop_spline,12664x108(corporation),max,0.001406607,1.675074738,3.887937423,0.149704621,1.501654971,2.369871529,7.90E-05,0.000627313,0.002116648,0.058114035,0.720691442,0.211362823,0.660944935,0.084965256,0.005780284,0.992412805,0.835509554,16.94951846
synthpop_density,12664x108(corporation),mean,0.001092733,1.18813881,1.050250907,0.203700899,1.793352592,4.336084008,0,0.000614843,0.002003725,0.056171626,0.248765298,0.135727507,0.574640037,0.04074542,0.005613028,0.970768861,0.828796454,17.09206097
synthpop_density,12664x108(corporation),sd,0,0.03073246,0.231459029,0.00010493,0.044458506,0.456755102,0,1.81E-05,3.96E-05,0.001575143,2.80E-17,0,0,0,0,1.12E-16,0,0
synthpop_density,12664x108(corporation),min,0.001092733,1.11190643,0.544657398,0.203463752,1.70759928,3.265396504,0,0.000565485,0.001914678,0.053184358,0.248765298,0.135727507,0.574640037,0.04074542,0.005613028,0.970768861,0.828796454,17.09206097
synthpop_density,12664x108(corporation),max,0.001092733,1.256951503,1.525357379,0.203951709,1.889768749,5.136397941,0,0.000646044,0.002079908,0.059830961,0.248765298,0.135727507,0.574640037,0.04074542,0.005613028,0.970768861,0.828796454,17.09206097
ctgan,12664x108(corporation),mean,0.009259274,11.91967883,50.52994625,0.224027141,1.956740307,5.093914772,7.74E-06,0.000614356,0.002861027,0.01894874,0.959575816,0.465637417,0.509257865,0.278584965,0.007779425,1.070532318,0.879203168,
ctgan,12664x108(corporation),sd,1.75E-18,0.354447095,5.445804673,0.000222307,0.052160283,0.440725182,1.70E-05,2.11E-05,8.23E-05,0.001226769,0,5.61E-17,0,0,0,2.24E-16,0,
ctgan,12664x108(corporation),min,0.009259274,11.24189629,40.82174901,0.223693444,1.847045951,4.144415247,0,0.000497257,0.002442692,0.016556291,0.959575816,0.465637417,0.509257865,0.278584965,0.007779425,1.070532318,0.879203168,
ctgan,12664x108(corporation),max,0.009259274,12.6870614,61.72915387,0.224478133,2.080637201,6.154787923,5.26E-05,0.000644584,0.002982967,0.02255975,0.959575816,0.465637417,0.509257865,0.278584965,0.007779425,1.070532318,0.879203168,
orig,12700x44(household),mean,0.000376739,1.3232752,0.899399484,0.102127947,0.872873116,-1.112403895,0.000201575,1.34E-07,0.000543406,0.000182678,0.079538017,0.986293401,0.988323235,0.76015748,8.50E-05,3.572098233,0.921133552,1.135202696
orig,12700x44(household),sd,0,0.077817387,0.22917605,0.000185622,0.013079798,0.247036312,0.000142427,9.44E-08,0.000257182,0.000143559,0,0,1.12E-16,1.12E-16,0,0,1.12E-16,2.24E-16
orig,12700x44(household),min,0.000376739,1.147231429,0.43482958,0.101713779,0.847059461,-1.787235903,0,0,0,0,0.079538017,0.986293401,0.988323235,0.76015748,8.50E-05,3.572098233,0.921133552,1.135202696
orig,12700x44(household),max,0.000376739,1.496112213,1.440169685,0.102473811,0.91207003,-0.571298256,0.000629921,4.17E-07,0.000662691,0.000472441,0.079538017,0.986293401,0.988323235,0.76015748,8.50E-05,3.572098233,0.921133552,1.135202696
synthpop_default,12700x44(household),mean,0.001031039,3.170294119,6.350044488,0.112894545,0.959232135,-0.380382504,0.000292913,1.94E-07,0.000569914,0.000292965,0.06951594,0.038858867,-0.021623714,0.033858268,6.68E-05,3.591455145,0.918828888,1.774819069
synthpop_default,12700x44(household),sd,2.19E-19,0.162882621,0.908704489,0.000148066,0.016317977,0.189990381,0.000211066,1.40E-07,0.00023228,0.000218191,0,0,3.50E-18,7.01E-18,0,4.49E-16,1.12E-16,0
synthpop_default,12700x44(household),min,0.001031039,2.760172792,4.540943718,0.112622477,0.924222252,-0.902325414,0,0,0,0,0.06951594,0.038858867,-0.021623714,0.033858268,6.68E-05,3.591455145,0.918828888,1.774819069
synthpop_default,12700x44(household),max,0.001031039,3.626285533,9.723120415,0.113158788,1.0042271,0.027077034,0.000787402,5.22E-07,0.000662691,0.00078765,0.06951594,0.038858867,-0.021623714,0.033858268,6.68E-05,3.591455145,0.918828888,1.774819069
synthpop_spline,12700x44(household),mean,0.001412553,4.400162498,10.05760826,0.09380891,0.817297837,-1.375193891,8.82E-05,5.84E-08,0.000304838,9.76E-05,0.113316054,0.54525115,0.951311436,0.982677165,6.95E-05,3.658261738,0.921516044,1.864539461
synthpop_spline,12700x44(household),sd,2.19E-19,0.237660228,1.262716662,5.68E-06,0.016167353,0.336373286,0.000106286,7.04E-08,0.000333636,0.000104993,0,0,2.24E-16,0,0,4.49E-16,1.12E-16,2.24E-16
synthpop_spline,12700x44(household),min,0.001412553,3.948235829,7.59250826,0.093803511,0.772603869,-2.789097955,0,0,0,0,0.113316054,0.54525115,0.951311436,0.982677165,6.95E-05,3.658261738,0.921516044,1.864539461
synthpop_spline,12700x44(household),max,0.001412553,4.974528932,12.87780481,0.093814759,0.85743454,-0.742031844,0.000314961,2.09E-07,0.000662691,0.000314961,0.113316054,0.54525115,0.951311436,0.982677165,6.95E-05,3.658261738,0.921516044,1.864539461
synthpop_density,12700x44(household),mean,0.001316444,4.024009142,9.083449959,0.193376306,1.631059145,5.490281361,2.83E-05,1.88E-08,0.000119284,9.45E-06,0.075699854,0.513950582,0.941395603,0.983937008,6.82E-05,3.579788387,0.919106417,1.791231068
synthpop_density,12700x44(household),sd,0,0.211535237,1.105090068,0.00015685,0.027385724,0.788794783,6.11E-05,4.05E-08,0.000257182,3.78E-05,1.40E-17,1.12E-16,0,1.12E-16,0,4.49E-16,1.12E-16,0
synthpop_density,12700x44(household),min,0.001316444,3.678250851,6.701061204,0.193037811,1.574116667,4.028459251,0,0,0,0,0.075699854,0.513950582,0.941395603,0.983937008,6.82E-05,3.579788387,0.919106417,1.791231068
synthpop_density,12700x44(household),max,0.001316444,4.628157916,11.80523384,0.193679288,1.69834045,7.311995374,0.00015748,1.04E-07,0.000662691,0.00015753,0.075699854,0.513950582,0.941395603,0.983937008,6.82E-05,3.579788387,0.919106417,1.791231068
ctgan,12700x44(household),mean,0.006304496,19.43873913,51.80571056,0.170695024,1.460887804,3.81001142,0,0,0,0,0.520096775,0.007700246,-0.004387703,0.018740157,4.06E-05,3.723738756,0.921254256,2.581552082
ctgan,12700x44(household),sd,8.76E-19,0.909637102,5.248351756,0.000268104,0.025437932,0.48143589,0,0,0,0,0,0,0,0,0,4.49E-16,0,4.49E-16
ctgan,12700x44(household),min,0.006304496,17.15846471,40.96117805,0.170258979,1.424459306,3.006634797,0,0,0,0,0.520096775,0.007700246,-0.004387703,0.018740157,4.06E-05,3.723738756,0.921254256,2.581552082
ctgan,12700x44(household),max,0.006304496,21.36196098,67.50641219,0.17117444,1.528385634,5.244152857,0,0,0,0,0.520096775,0.007700246,-0.004387703,0.018740157,4.06E-05,3.723738756,0.921254256,2.581552082
orig,28566x29(social),mean,0.000207284,0.931405139,-0.074039578,0.087018327,1.058592928,0.533269089,0.000620318,1.47E-07,0.000176705,0.00054624,0.010581797,0.995213786,0.996526307,0.516558146,1.72E-07,2.850554047,0.886498378,0.294383287
orig,28566x29(social),sd,2.74E-20,0.172883306,0.143288917,0.000129793,0.017470292,0.129208307,4.69E-05,9.32E-09,2.13E-06,4.00E-05,1.75E-18,1.12E-16,0,0,0,4.49E-16,0,5.61E-17
orig,28566x29(social),min,0.000207284,0.687683365,-0.350463246,0.086808499,1.024444115,0.2734281,0.000560106,1.34E-07,0.000173033,0.00049023,0.010581797,0.995213786,0.996526307,0.516558146,1.72E-07,2.850554047,0.886498378,0.294383287
orig,28566x29(social),max,0.000207284,1.558472046,0.352891328,0.08730485,1.100545717,0.903804591,0.000770146,1.73E-07,0.000178434,0.000630385,0.010581797,0.995213786,0.996526307,0.516558146,1.72E-07,2.850554047,0.886498378,0.294383287
synthpop_default,28566x29(social),mean,0.000620233,2.693974645,1.447673088,0.095715261,1.159118533,1.546555485,0.000812154,2.99E-07,0.000292949,0.000736913,0.008963342,0.985649849,0.989609065,0.584120983,2.50E-07,2.901003415,0.888896327,1.014318761
synthpop_default,28566x29(social),sd,0,0.423677682,0.220971282,0.000167023,0.015932299,0.149084587,4.90E-05,7.02E-08,6.19E-05,6.37E-05,1.75E-18,1.12E-16,1.12E-16,0,5.35E-23,4.49E-16,1.12E-16,2.24E-16
synthpop_default,28566x29(social),min,0.000620233,1.998013014,1.046761928,0.095364886,1.128069152,1.183968583,0.00063012,1.22E-07,0.000145799,0.000630385,0.008963342,0.985649849,0.989609065,0.584120983,2.50E-07,2.901003415,0.888896327,1.014318761
synthpop_default,28566x29(social),max,0.000620233,4.02237425,2.125605214,0.096055729,1.201847255,1.862501792,0.000910173,3.47E-07,0.000330849,0.000910555,0.008963342,0.985649849,0.989609065,0.584120983,2.50E-07,2.901003415,0.888896327,1.014318761
synthpop_spline,28566x29(social),mean,0.000219853,0.959840026,-0.053988331,0.078161935,1.016207927,0.103069447,0.001020794,3.72E-07,0.000291063,0.000953037,0.017706942,0.987600405,0.993230444,0.601974375,2.50E-07,2.907741828,0.888740736,1.012108781
synthpop_spline,28566x29(social),sd,0,0.188442534,0.158669416,8.72E-05,0.022324918,0.15112125,9.29E-05,7.38E-08,4.79E-05,7.22E-05,0,1.12E-16,0,1.12E-16,5.35E-23,0,0,0
synthpop_spline,28566x29(social),min,0.000219853,0.654448894,-0.385140096,0.077932621,0.975093911,-0.220491058,0.00084016,1.91E-07,0.00018163,0.000770686,0.017706942,0.987600405,0.993230444,0.601974375,2.50E-07,2.907741828,0.888740736,1.012108781
synthpop_spline,28566x29(social),max,0.000219853,1.533927887,0.36576949,0.078343106,1.062806704,0.39438318,0.001190226,4.33E-07,0.000338269,0.00105123,0.017706942,0.987600405,0.993230444,0.601974375,2.50E-07,2.907741828,0.888740736,1.012108781
synthpop_density,28566x29(social),mean,6.36E-05,0.265222075,-0.66492078,0.124845172,1.555095137,4.355545271,0.000480291,1.12E-07,0.000133411,0.000480619,0.011456888,0.980396444,0.985614221,0.607645453,2.16E-07,2.897431819,0.889431899,1.011422034
synthpop_density,28566x29(social),sd,0,0.039734036,0.103831405,0.000137034,0.029179172,0.406488725,3.75E-05,1.52E-08,1.57E-05,4.01E-05,0,2.24E-16,1.12E-16,0,2.67E-23,4.49E-16,1.12E-16,0
synthpop_density,28566x29(social),min,6.36E-05,0.186751715,-0.95816959,0.124602002,1.499249265,3.497345444,0.00042008,7.71E-08,0.000100146,0.000420315,0.011456888,0.980396444,0.985614221,0.607645453,2.16E-07,2.897431819,0.889431899,1.011422034
synthpop_density,28566x29(social),max,6.36E-05,0.355172183,-0.520790485,0.12512204,1.636745923,5.185718303,0.000560106,1.30E-07,0.000154377,0.000560499,0.011456888,0.980396444,0.985614221,0.607645453,2.16E-07,2.897431819,0.889431899,1.011422034
ctgan,28566x29(social),mean,0.023927851,107.6190184,93.32827035,0.121865843,1.526294917,4.283336358,0.000145628,2.36E-08,0.000161996,0.000144227,0.171406405,0.989610061,0.981557443,0.620877967,9.80E-08,3.084180443,0.891944304,0.721510139
ctgan,28566x29(social),sd,0,23.41049517,8.38203833,0.000109214,0.03272952,0.453789244,1.92E-05,3.11E-09,7.40E-14,1.68E-05,2.80E-17,0,1.12E-16,0,0,4.49E-16,0,0
ctgan,28566x29(social),min,0.023927851,70.52815105,79.30839993,0.12165289,1.463072687,3.557260689,0.000140027,2.27E-08,0.000161996,0.000140027,0.171406405,0.989610061,0.981557443,0.620877967,9.80E-08,3.084180443,0.891944304,0.721510139
ctgan,28566x29(social),max,0.023927851,215.9005412,122.9849973,0.122059541,1.59085053,5.229014436,0.00021004,3.40E-08,0.000161996,0.00021004,0.171406405,0.989610061,0.981557443,0.620877967,9.80E-08,3.084180443,0.891944304,0.721510139
orig,239207x25(population),mean,7.11E-06,0.366769414,-0.505046818,0.025531257,0.700188552,-0.87053135,1.67E-05,8.50E-10,2.54E-05,1.67E-05,0.001428072,0.999023547,0.998504388,0.617944366,1.47E-06,3.336809143,0.93838176,0.187186615
orig,239207x25(population),sd,,,,,,,,,,,,,,,,,,
orig,239207x25(population),min,7.11E-06,0.366769414,-0.505046818,0.025531257,0.700188552,-0.87053135,1.67E-05,8.50E-10,2.54E-05,1.67E-05,0.001428072,0.999023547,0.998504388,0.617944366,1.47E-06,3.336809143,0.93838176,0.187186615
orig,239207x25(population),max,7.11E-06,0.366769414,-0.505046818,0.025531257,0.700188552,-0.87053135,1.67E-05,8.50E-10,2.54E-05,1.67E-05,0.001428072,0.999023547,0.998504388,0.617944366,1.47E-06,3.336809143,0.93838176,0.187186615
synthpop_default,239207x25(population),mean,3.82E-10,4.29E-05,-0.459048832,0.054975908,1.386126376,1.670093251,0.000209025,1.08E-08,4.96E-05,0.000209083,0.001983453,0.99733904,0.996689998,0.61993746,1.59E-06,3.345059023,0.938272611,0.33190938
synthpop_default,239207x25(population),sd,,,,,,,,,,,,,,,,,,
synthpop_default,239207x25(population),min,3.82E-10,4.29E-05,-0.459048832,0.054975908,1.386126376,1.670093251,0.000209025,1.08E-08,4.96E-05,0.000209083,0.001983453,0.99733904,0.996689998,0.61993746,1.59E-06,3.345059023,0.938272611,0.33190938
synthpop_default,239207x25(population),max,3.82E-10,4.29E-05,-0.459048832,0.054975908,1.386126376,1.670093251,0.000209025,1.08E-08,4.96E-05,0.000209083,0.001983453,0.99733904,0.996689998,0.61993746,1.59E-06,3.345059023,0.938272611,0.33190938
synthpop_spline,239207x25(population),mean,4.25E-11,4.06E-06,-0.455130002,0.050295052,1.499473139,2.088866253,0.000192303,9.97E-09,4.58E-05,0.000250886,0.006431151,0.997794481,0.997326989,0.610623391,1.60E-06,3.365834649,0.935840124,0.357598629
synthpop_spline,239207x25(population),sd,,,,,,,,,,,,,,,,,,
synthpop_spline,239207x25(population),min,4.25E-11,4.06E-06,-0.455130002,0.050295052,1.499473139,2.088866253,0.000192303,9.97E-09,4.58E-05,0.000250886,0.006431151,0.997794481,0.997326989,0.610623391,1.60E-06,3.365834649,0.935840124,0.357598629
synthpop_spline,239207x25(population),max,4.25E-11,4.06E-06,-0.455130002,0.050295052,1.499473139,2.088866253,0.000192303,9.97E-09,4.58E-05,0.000250886,0.006431151,0.997794481,0.997326989,0.610623391,1.60E-06,3.365834649,0.935840124,0.357598629
synthpop_density,239207x25(population),mean,1.14E-10,1.08E-05,-0.498379043,0.039951077,1.11516946,0.410138512,9.20E-05,4.52E-09,4.50E-05,0.000108703,0.002733942,0.995782696,0.998164656,0.621408983,1.60E-06,3.351036579,0.937697585,0.405651164
synthpop_density,239207x25(population),sd,,,,,,,,,,,,,,,,,,
synthpop_density,239207x25(population),min,1.14E-10,1.08E-05,-0.498379043,0.039951077,1.11516946,0.410138512,9.20E-05,4.52E-09,4.50E-05,0.000108703,0.002733942,0.995782696,0.998164656,0.621408983,1.60E-06,3.351036579,0.937697585,0.405651164
synthpop_density,239207x25(population),max,1.14E-10,1.08E-05,-0.498379043,0.039951077,1.11516946,0.410138512,9.20E-05,4.52E-09,4.50E-05,0.000108703,0.002733942,0.995782696,0.998164656,0.621408983,1.60E-06,3.351036579,0.937697585,0.405651164
ctgan,239207x25(population),mean,0.040191571,2258.251597,1756.752084,0.244453582,6.52617809,22.42520593,1.67E-05,8.72E-10,3.48E-05,8.36E-06,2.011235429,0.954124667,0.955909876,0.638763242,2.37E-06,3.424161138,0.932556965,1.064774807
ctgan,239207x25(population),sd,,,,,,,,,,,,,,,,,,
ctgan,239207x25(population),min,0.040191571,2258.251597,1756.752084,0.244453582,6.52617809,22.42520593,1.67E-05,8.72E-10,3.48E-05,8.36E-06,2.011235429,0.954124667,0.955909876,0.638763242,2.37E-06,3.424161138,0.932556965,1.064774807
ctgan,239207x25(population),max,0.040191571,2258.251597,1756.752084,0.244453582,6.52617809,22.42520593,1.67E-05,8.72E-10,3.48E-05,8.36E-06,2.011235429,0.954124667,0.955909876,0.638763242,2.37E-06,3.424161138,0.932556965,1.064774807
