"Var1","Var2","Var4","Var9","Var10","Var11","Var12","Var13","Var14","Var15","Var16","Var17","Var18","Var19","Var20"
"M","A",15,2,3,"F","A","IC",21,2,0,3,5,3,4
"F","C",22,4,4,"F","A","AZ",17,2,2,2,5,7,3
"F","B",15,12,5,"F","C","AZ",19,4,3,1,0,9,5
"F","A",43,2,3,"F","C","AZ",66,6,5,1,4,17,4
"F","A",27,22,3,"F","A","CJ",30,0,2,0,1,3,3
"M","A",18,5,4,"F","A","AZ",41,1,2,1,3,8,2
"F","A",32,0,3,"M","A","AZ",27,1,1,1,1,6,5
"M","C",31,23,5,"F","D","PO",22,2,1,5,2,17,5
"M","C",24,9,4,"F","A","CJ",17,0,1,1,4,2,4
"M","B",16,2,4,"F","B","PO",16,3,1,2,4,2,3
"F","A",33,6,2,"M","A","EY",15,2,2,0,1,1,4
"F","B",22,4,4,"F","D","CJ",21,2,1,3,2,7,5
"F","B",16,4,4,"F","B","IC",15,0,2,1,1,1,3
"F","A",15,13,4,"F","A","AZ",15,0,0,1,3,1,3
"M","C",17,6,5,"F","A","CJ",40,1,1,1,0,5,4
"F","B",38,14,4,"M","A","EY",20,0,0,0,1,9,4
"F","A",21,5,4,"M","C","EY",21,0,0,2,5,8,4
"F","A",24,7,3,"M","B","PO",21,3,1,5,3,6,5
"F","B",17,11,5,"M","C","AZ",17,2,0,4,2,5,5
"F","D",15,18,5,"F","C","AZ",29,0,1,1,3,1,3
"F","A",18,3,3,"F","C","CB",15,0,1,1,5,1,3
"M","A",28,1,2,"M","A","AZ",15,3,1,3,2,4,5
"M","A",30,11,3,"M","B","CB",19,0,2,1,3,5,3
"F","B",34,22,4,"F","C","IC",16,0,0,1,6,1,3
"F","A",27,4,3,"F","B","IC",17,2,1,2,2,10,5
"F","A",27,4,4,"F","B","CJ",22,2,0,2,0,9,5
"M","A",30,4,5,"F","C","ST",25,1,0,1,1,0,2
"M","C",28,0,3,"M","C","PO",20,4,1,1,2,6,5
"M","A",22,7,5,"F","B","IC",15,3,1,4,3,8,5
"F","B",17,9,4,"F","C","CB",24,3,1,5,5,5,5
"M","C",28,9,5,"F","C","IC",27,0,0,0,0,1,3
"M","B",24,5,4,"F","C","AZ",46,2,1,2,5,7,5
"M","A",32,6,3,"M","A","ST",27,1,1,0,0,2,2
"F","B",15,5,3,"M","C","CB",29,1,3,1,1,20,5
"F","B",16,4,5,"F","B","EY",38,0,1,2,6,22,3
"F","A",22,6,3,"M","C","CB",22,6,1,4,5,15,5
"F","C",37,4,2,"F","B","PO",39,0,0,0,4,19,4
"F","A",32,0,2,"F","B","AZ",25,1,2,1,0,12,3
"M","A",43,1,3,"M","A","PO",27,2,3,1,1,1,2
"F","B",17,1,4,"F","A","ST",26,1,3,2,0,2,4
"F","A",48,3,3,"F","A","AZ",31,2,1,0,2,3,3
"F","C",17,7,5,"F","A","AZ",15,0,0,0,1,6,4
"F","B",17,1,3,"M","C","IC",17,0,1,1,7,4,3
"F","A",25,0,4,"F","B","PO",19,2,0,1,4,7,4
"F","D",35,30,5,"F","A","AZ",22,0,1,2,4,2,3
"F","B",20,11,5,"F","B","PO",18,2,3,1,3,3,4
"M","D",37,16,3,"M","B","PO",16,0,2,1,1,2,4
"F","A",42,3,1,"F","A","PO",22,1,1,1,3,8,4
"F","A",29,5,4,"M","B","PO",31,4,1,3,6,13,4
"M","A",23,9,3,"M","B","CB",24,2,1,5,2,30,5
"M","B",21,4,6,"M","A","PO",15,1,2,1,2,1,3
"F","A",18,3,3,"M","A","IC",34,2,1,2,0,16,4
"F","B",55,44,3,"F","B","IC",29,0,0,0,2,1,4
"M","B",25,15,4,"F","B","IC",15,2,2,2,4,1,4
"M","A",26,4,3,"F","A","AZ",17,0,0,1,1,1,4
"F","A",26,0,1,"F","A","PO",30,0,1,2,5,16,3
"M","A",25,2,3,"M","C","CJ",22,3,2,3,3,10,5
"F","D",28,2,3,"M","C","AZ",29,1,0,1,1,6,4
"F","B",22,5,3,"F","C","CJ",19,1,2,2,6,4,3
"M","A",18,2,4,"F","B","CJ",25,1,0,2,5,4,4
"M","D",15,9,5,"F","B","PO",18,2,3,0,7,2,3
"F","A",50,7,4,"M","B","CJ",38,1,2,0,0,21,3
"F","B",16,10,5,"F","C","AZ",25,1,0,0,4,10,3
"F","B",29,9,3,"F","C","AZ",27,0,1,0,4,12,3
"M","B",25,24,3,"M","C","AZ",15,4,0,3,2,4,5
"F","D",25,8,3,"M","C","AZ",15,1,1,3,4,13,5
"F","A",16,1,4,"F","A","PO",34,1,3,2,4,6,4
"M","D",27,8,3,"F","A","CB",20,1,1,1,4,7,3
"F","A",26,1,4,"M","A","PO",30,3,1,0,5,8,3
"M","B",42,26,3,"M","C","AZ",20,2,0,2,2,10,5
"M","B",19,5,4,"F","B","PO",33,3,1,5,2,20,5
"M","A",23,4,5,"F","C","PO",27,2,0,2,1,6,5
"F","B",15,1,3,"F","A","EY",53,0,3,0,0,31,4
"F","B",21,5,5,"F","B","CB",42,0,0,1,6,8,4
"M","B",18,6,5,"F","A","CB",25,1,0,3,1,8,2
"M","A",26,6,4,"F","B","PO",23,2,0,3,1,15,5
"F","A",39,6,3,"M","A","AZ",26,0,1,2,1,1,3
"M","B",49,16,3,"M","A","PO",17,3,2,1,6,2,3
"F","B",21,7,3,"F","B","AZ",15,0,0,0,6,5,4
"F","C",29,6,5,"M","B","PO",16,3,0,6,5,6,5
"F","C",15,12,5,"M","C","IC",17,1,0,1,0,1,3
"F","A",26,2,3,"M","B","CB",19,0,2,0,3,2,4
"F","D",42,12,3,"M","C","AZ",27,3,0,7,5,4,5
"F","A",32,1,3,"M","A","CJ",33,1,2,1,1,10,3
"M","B",15,6,5,"F","C","EY",24,2,0,0,2,8,3
"F","B",36,10,5,"F","C","AZ",17,1,0,0,3,4,3
"F","B",15,1,4,"F","C","PO",15,1,1,2,3,1,4
"M","D",17,1,4,"M","A","PO",15,2,0,2,2,6,4
"F","D",28,6,5,"F","C","PO",42,1,1,2,2,5,5
"M","B",15,4,3,"F","B","AZ",15,1,2,1,3,2,3
"M","B",26,9,4,"F","B","AZ",25,1,2,1,1,6,4
"M","A",22,7,3,"M","B","EY",19,0,0,1,2,12,4
"F","B",47,15,4,"F","A","ST",45,2,1,1,2,2,3
"F","D",30,6,3,"M","B","CB",17,2,1,1,3,7,3
"F","A",39,4,3,"F","A","AZ",43,0,3,1,2,23,4
"F","A",17,5,4,"M","D","CB",18,0,1,4,3,4,5
"F","B",19,21,5,"M","D","ST",31,1,2,5,4,21,5
"F","B",32,3,3,"M","B","CB",24,1,2,6,4,21,5
"F","D",28,5,2,"M","C","PO",16,2,1,1,1,8,5
"M","A",29,9,4,"M","A","CB",16,1,0,3,1,4,6
"F","B",19,1,3,"M","B","PO",16,2,3,0,3,2,4
"F","A",32,0,3,"M","B","EY",36,2,1,1,3,1,4
"M","A",36,14,2,"F","C","IC",31,1,2,0,0,6,1
"F","B",15,2,4,"M","B","CJ",18,0,0,2,4,5,3
"M","B",16,4,4,"F","A","EY",23,0,0,1,3,9,4
"M","B",23,9,4,"M","B","IC",17,3,0,0,2,1,4
"F","C",25,10,3,"M","C","IC",17,3,1,4,0,4,5
"F","A",25,1,2,"F","C","PO",15,0,1,3,2,7,5
"M","B",23,11,3,"F","B","PO",15,0,1,2,10,2,4
"F","C",29,0,3,"M","A","AZ",24,1,2,6,3,12,5
"M","B",27,17,5,"M","A","CB",31,0,1,0,2,5,2
"M","B",18,5,5,"F","B","AZ",24,1,1,0,3,7,5
"F","A",27,3,2,"F","A","IC",39,0,0,1,1,2,3
"F","A",26,0,2,"F","C","CB",18,0,1,0,4,7,3
"M","B",38,9,3,"F","C","EY",17,2,3,0,2,14,4
"M","B",21,7,5,"M","A","CB",16,1,3,1,3,2,4
"F","C",15,5,5,"M","D","AZ",18,0,0,1,1,3,3
"M","B",17,1,4,"F","C","ST",20,3,2,5,2,9,5
"F","B",21,2,4,"F","A","CB",23,4,0,1,4,6,4
"M","C",31,12,3,"M","A","IC",23,0,1,2,8,1,3
"M","C",18,6,5,"F","B","EY",18,1,3,0,1,6,3
"F","A",18,7,3,"F","A","AZ",29,0,0,0,0,5,2
"M","C",33,6,5,"M","D","AZ",21,1,0,2,0,10,5
"M","B",25,11,5,"M","A","CB",17,1,1,5,3,12,5
"M","A",36,12,5,"M","C","PO",22,2,0,2,6,8,3
"F","B",32,4,3,"M","D","PO",36,0,1,4,0,8,5
"F","B",16,10,5,"M","B","CJ",17,2,0,6,1,18,5
"F","A",17,1,4,"F","A","AZ",16,3,1,0,3,1,4
"F","B",19,11,4,"M","A","CB",17,0,2,0,3,3,3
"M","B",32,24,4,"F","A","PO",18,7,0,6,2,5,5
"F","B",46,6,5,"F","B","IC",15,2,1,1,7,2,3
"M","B",69,20,5,"F","C","IC",37,0,1,2,1,1,3
"F","A",27,5,3,"F","C","PO",17,0,0,1,3,2,3
"F","A",45,10,3,"F","B","PO",16,1,0,3,1,6,5
"F","A",20,14,3,"F","B","PO",29,1,1,0,1,12,4
"F","B",31,13,3,"F","A","IC",27,2,3,0,1,7,3
"F","B",16,1,4,"F","B","IC",19,1,1,3,5,3,4
"F","B",26,4,4,"F","C","IC",17,1,3,1,3,10,4
"F","B",25,17,5,"F","B","CB",16,0,3,1,1,5,3
"M","B",45,10,4,"F","B","IC",21,1,0,1,3,7,3
"F","A",42,3,2,"F","A","PO",19,3,1,6,6,8,5
"M","B",33,3,4,"M","C","AZ",15,1,1,2,1,1,4
"F","A",32,8,2,"F","A","EY",19,1,2,0,4,2,4
"F","A",25,1,3,"M","B","ST",15,1,1,0,4,3,3
"F","A",32,2,2,"F","B","PO",16,1,2,3,3,5,5
"M","A",26,7,3,"M","B","ST",16,1,1,4,4,2,3
"F","A",20,1,3,"M","A","IC",20,1,1,1,3,2,3
"M","B",17,1,4,"F","B","CB",28,0,0,2,3,6,4
"M","B",15,2,4,"M","A","PO",29,1,0,3,2,30,5
"F","C",27,12,4,"F","A","AZ",38,3,0,1,3,17,3
"F","A",18,5,4,"M","D","PO",29,1,1,3,2,22,5
"F","A",19,7,3,"F","B","CJ",16,2,1,2,2,1,4
"M","C",34,7,3,"F","B","EY",18,0,1,0,3,3,4
"F","B",21,8,4,"M","B","EY",20,0,1,0,2,5,4
"M","A",36,4,3,"F","B","CJ",29,6,0,0,0,7,5
"M","B",15,5,3,"F","C","PO",42,0,0,1,2,6,2
"F","A",19,9,5,"F","B","AZ",56,1,0,0,1,44,3
"F","B",22,12,3,"M","C","EY",17,1,3,3,2,5,5
"F","C",16,7,5,"F","D","PO",15,2,0,4,0,4,5
"M","B",41,17,3,"F","A","AZ",27,1,1,0,0,1,2
"M","B",16,4,5,"F","C","PO",36,2,0,2,0,41,5
"M","B",45,15,3,"M","B","EY",17,1,2,2,6,1,3
"F","B",25,5,5,"F","B","PO",48,0,1,1,1,21,4
"M","D",17,7,4,"M","C","AZ",39,1,2,1,4,27,4
"M","A",27,6,3,"F","A","ST",25,0,0,0,0,1,3
"F","C",33,8,2,"F","A","EY",22,2,1,1,2,9,3
"M","A",17,1,4,"F","B","AZ",24,3,1,4,1,10,5
"M","B",16,8,4,"F","A","CB",20,2,1,0,1,7,4
"M","C",15,2,3,"M","A","EY",21,1,0,2,0,10,4
"F","C",22,3,4,"F","A","EY",23,1,2,3,9,4,4
"F","C",19,2,3,"F","C","AZ",25,1,0,2,1,11,5
"M","D",39,34,5,"M","A","CB",18,4,0,2,2,14,5
"F","A",32,2,2,"M","C","CB",18,3,1,2,3,7,5
"F","B",26,9,5,"F","A","EY",37,0,0,1,0,4,2
"F","A",28,9,3,"M","D","PO",17,0,1,6,3,8,5
"F","A",45,9,3,"M","D","CB",15,1,2,1,0,5,5
"F","A",43,5,3,"F","D","CJ",26,1,1,2,1,3,1
"F","B",19,4,4,"M","A","ST",30,1,0,6,5,9,3
"F","B",18,11,5,"F","D","AZ",23,3,1,2,3,13,4
"M","C",15,12,5,"M","A","EY",35,1,0,0,3,19,4
"F","C",31,7,2,"F","B","EY",21,1,0,1,3,5,3
"M","C",52,24,3,"M","A","CJ",16,1,2,2,1,3,3
"F","B",15,10,5,"M","B","CB",39,0,0,0,2,9,3
"M","B",23,5,3,"M","C","PO",31,1,0,4,4,14,5
"F","B",18,4,4,"F","B","AZ",18,1,1,3,4,4,3
"M","D",18,3,3,"F","A","PO",28,1,0,1,4,0,4
"M","A",15,4,5,"F","A","ST",22,0,1,1,4,10,4
"F","D",27,15,3,"M","B","CB",27,2,3,2,1,10,4
"F","C",27,7,3,"F","C","CB",16,3,0,5,1,12,5
"F","B",34,17,4,"M","A","CB",24,4,0,3,3,5,6
"F","C",34,6,3,"F","C","AZ",34,2,1,0,3,2,3
"M","A",35,10,5,"M","B","EY",15,1,1,2,2,1,4
"F","B",23,9,4,"F","B","CJ",16,0,0,2,8,1,4
"M","A",18,6,3,"M","B","AZ",40,0,0,1,0,4,4
"F","A",24,13,4,"F","B","PO",30,1,1,1,3,12,4
"F","A",38,27,5,"M","B","PO",18,3,1,3,4,4,5
"M","C",30,10,3,"M","A","AZ",26,1,2,2,2,2,2
"F","A",20,6,4,"F","B","EY",26,1,1,0,3,8,3
"F","C",25,2,3,"F","B","CB",48,3,1,3,3,4,5
"F","A",31,0,3,"F","B","PO",22,4,1,1,2,7,5
"M","B",27,8,5,"F","C","AZ",28,3,1,2,2,19,5
"M","D",17,1,3,"F","B","PO",30,3,2,3,3,16,3
"F","B",29,9,4,"M","A","EY",23,3,1,0,1,8,4
"F","B",16,7,4,"F","C","CB",27,0,2,0,3,11,3
"F","C",19,6,5,"F","B","AZ",25,4,2,1,0,6,2
"M","A",27,10,3,"M","D","PO",19,4,1,6,4,10,5
"M","B",18,3,4,"F","B","PO",22,0,1,0,2,4,4
"F","D",17,3,3,"F","A","CJ",25,0,0,1,1,1,2
"F","C",26,0,2,"M","A","CB",20,3,1,1,4,26,5
"M","B",18,1,3,"M","B","AZ",27,1,2,0,0,7,2
"F","B",39,24,4,"F","A","AZ",15,2,2,5,2,4,5
"M","C",20,7,6,"M","A","CB",16,3,1,3,1,2,3
"F","B",22,5,4,"F","B","CB",45,3,3,6,5,5,5
"M","B",32,14,5,"M","A","ST",28,1,0,2,1,4,3
"M","A",23,16,3,"F","B","IC",17,1,2,5,4,7,5
"M","A",19,5,4,"F","B","PO",21,2,1,3,3,15,5
"F","B",15,1,4,"F","B","EY",21,3,0,0,2,3,4
"F","A",19,1,3,"F","B","CJ",25,1,1,0,5,18,4
"M","B",16,12,5,"F","A","ST",30,1,1,1,0,7,4
"M","B",21,4,3,"F","A","AZ",38,2,1,7,3,22,6
"F","A",15,1,4,"F","B","CB",17,3,1,3,2,17,5
"F","A",27,2,3,"M","B","AZ",15,2,0,1,0,4,5
"M","C",40,13,3,"M","C","AZ",15,4,1,5,4,5,5
"M","B",17,9,3,"F","B","CB",15,1,0,1,2,6,4
"M","A",19,5,4,"F","C","PO",23,1,2,1,3,5,3
"M","B",22,4,4,"F","B","IC",59,3,1,0,1,23,4
"M","A",16,3,3,"M","D","PO",22,1,0,4,2,10,5
"F","A",28,15,4,"F","B","PO",15,0,2,1,4,8,4
"F","C",29,9,5,"M","A","AZ",32,0,0,0,0,5,2
"F","C",25,1,3,"M","B","AZ",28,4,3,5,3,9,5
"F","C",19,6,4,"F","B","EY",27,1,0,3,7,8,3
"F","C",19,7,4,"M","A","CB",26,1,2,1,1,8,3
"F","B",18,3,4,"F","A","EY",25,2,0,0,0,0,4
"M","A",29,28,5,"M","B","EY",36,1,3,1,2,22,4
"F","C",17,3,3,"F","A","EY",54,1,0,0,0,3,3
"M","A",17,5,4,"F","A","AZ",33,1,2,1,0,9,3
"F","A",27,5,5,"F","C","CB",38,1,1,3,0,2,3
"M","B",35,4,5,"M","C","PO",16,0,4,2,1,6,4
"M","A",17,5,3,"M","A","AZ",18,3,1,0,2,5,3
"M","A",17,4,3,"M","B","PO",74,1,1,2,1,57,3
"M","B",30,6,3,"F","B","CJ",27,3,1,2,5,16,4
"F","B",40,31,3,"F","C","AZ",16,1,1,0,6,4,3
"F","B",35,10,3,"F","B","AZ",63,3,2,2,3,26,5
"F","B",19,2,3,"M","A","AZ",31,2,0,5,1,8,3
"M","C",18,7,3,"F","B","IC",23,3,1,2,2,7,3
"M","A",18,10,4,"F","B","PO",24,0,1,1,1,6,3
"M","C",28,11,5,"F","B","PO",15,1,1,1,2,2,3
"F","B",18,2,3,"M","C","CJ",24,1,1,2,0,9,5
"F","A",17,2,4,"F","B","AZ",16,2,0,3,6,7,4
"F","A",31,2,3,"F","A","PO",20,2,0,1,2,6,4
"F","B",17,7,5,"F","A","CJ",22,2,2,1,3,3,3
"F","A",18,1,3,"F","C","IC",34,0,1,2,5,11,5
"M","B",26,1,3,"F","A","AZ",16,0,2,1,4,13,4
"F","A",35,13,3,"M","D","AZ",16,1,1,1,0,6,5
"F","A",38,8,3,"F","B","PO",26,6,1,1,1,5,4
"F","B",18,7,3,"F","D","PO",21,6,1,4,3,6,5
"F","B",15,2,2,"F","A","EY",18,2,1,0,3,4,4
"F","B",17,5,5,"F","B","EY",18,1,0,0,2,2,4
"F","C",16,8,5,"M","B","AZ",28,3,2,1,2,10,4
"F","A",15,1,4,"M","D","CB",35,3,3,0,0,7,2
"F","C",17,8,5,"M","A","IC",38,2,3,1,1,11,3
"F","A",18,26,5,"M","B","PO",17,2,0,2,5,4,5
"F","A",26,2,4,"F","A","PO",15,1,2,3,2,11,5
"F","A",36,8,2,"F","B","CJ",51,0,0,0,3,20,4
"F","B",16,1,3,"M","A","PO",27,1,3,1,3,4,4
"M","D",20,15,5,"M","A","CJ",23,1,4,2,3,4,4
"M","B",23,8,5,"M","B","PO",31,1,0,7,6,5,5
"M","C",16,9,5,"M","B","AZ",23,0,1,3,2,4,5
"F","B",26,4,5,"F","A","AZ",25,1,1,0,0,1,3
"F","D",19,5,3,"M","D","PO",20,1,0,1,0,5,5
"M","A",28,3,2,"M","A","AZ",26,0,1,2,2,16,3
"M","C",44,33,5,"F","B","AZ",17,1,0,0,2,10,3
"M","B",24,5,4,"F","B","PO",24,0,0,1,2,18,4
"M","A",69,55,5,"F","B","EY",17,0,1,1,2,2,4
"F","D",26,1,3,"M","A","PO",17,4,2,3,3,7,5
"F","A",25,14,4,"M","A","AZ",19,0,2,0,3,8,3
"M","B",18,6,5,"M","A","PO",18,4,1,1,2,18,5
"F","A",25,1,3,"M","C","EY",16,2,1,2,4,2,3
"F","B",24,11,4,"F","B","PO",16,0,0,0,1,16,3
"F","B",26,9,4,"M","C","AZ",15,5,2,2,0,4,5
"M","B",16,4,5,"F","B","AZ",17,0,0,2,2,3,4
"M","A",19,4,4,"F","D","AZ",18,1,1,0,1,9,4
"F","A",28,4,5,"F","A","AZ",21,0,2,1,3,6,4
"M","A",27,15,5,"F","A","CB",19,0,0,1,4,2,3
"F","A",16,4,5,"M","A","PO",23,0,2,1,1,15,5
"F","A",17,1,3,"F","B","PO",15,0,0,2,3,2,4
"M","C",58,7,5,"F","A","AZ",27,0,0,1,1,6,3
"M","A",26,7,2,"F","D","AZ",17,0,3,0,1,5,3
"M","A",21,10,3,"F","B","EY",28,3,3,1,4,3,4
"M","A",31,8,3,"M","A","AZ",16,2,0,5,3,4,5
"F","A",15,4,5,"M","A","ST",26,0,0,1,1,18,2
"F","B",29,7,4,"F","A","CJ",33,1,1,2,1,5,4
"M","C",18,2,4,"F","B","ST",27,2,2,3,1,4,3
"M","A",19,4,4,"F","B","AZ",18,1,3,1,2,3,3
"F","C",33,7,5,"M","A","IC",21,1,1,0,5,13,4
"F","B",18,5,3,"F","C","AZ",20,0,0,1,1,6,5
"M","B",21,2,5,"F","B","CB",33,0,0,1,3,4,3
"M","B",15,5,5,"F","A","AZ",27,2,1,2,2,9,5
"M","D",15,4,5,"F","A","CB",19,0,0,1,4,7,3
"M","A",25,5,2,"F","C","CJ",25,1,0,2,2,19,5
"F","D",27,5,5,"M","B","PO",18,2,2,2,2,10,4
"F","C",15,4,5,"F","A","CJ",28,0,0,4,1,9,5
"M","C",23,11,3,"M","A","PO",22,2,2,2,5,4,4
"F","D",18,1,3,"M","C","IC",19,0,1,2,5,5,4
"M","A",16,4,4,"M","C","AZ",28,0,0,0,0,10,4
"F","B",20,11,3,"F","C","PO",16,1,2,1,3,2,4
"F","A",16,5,3,"F","B","IC",18,1,1,0,5,6,4
"M","B",17,2,4,"M","C","EY",23,1,3,0,5,4,4
"F","C",27,12,4,"F","C","IC",27,1,1,0,1,4,3
"F","B",35,9,5,"F","B","CB",25,0,0,0,2,12,3
"F","B",16,1,4,"F","A","IC",31,2,2,3,2,5,3
"M","A",15,5,3,"F","B","PO",46,0,1,0,1,11,2
"F","B",19,7,5,"F","A","ST",30,0,1,1,2,5,3
"F","A",29,5,4,"M","C","IC",32,1,2,1,0,9,1
"M","C",18,4,4,"M","B","CB",29,3,1,5,2,8,5
"M","B",24,5,3,"F","B","AZ",18,0,0,4,0,5,5
"F","B",16,2,4,"F","C","CB",26,0,1,2,1,14,5
"F","A",48,14,5,"F","B","AZ",23,0,1,2,0,6,2
"M","C",26,5,3,"F","B","PO",33,3,0,0,2,8,3
"M","C",36,13,3,"F","C","PO",15,2,2,2,5,2,4
"F","A",27,9,3,"F","B","PO",15,3,1,3,1,6,5
"F","C",20,5,3,"F","A","CB",27,1,0,1,3,6,4
"M","B",20,3,4,"M","A","CJ",27,1,0,3,5,7,3
"F","A",25,17,2,"F","B","PO",34,1,4,1,2,7,5
"M","C",18,3,3,"M","B","PO",30,1,2,1,5,7,3
"M","A",59,18,4,"F","B","AZ",33,3,1,4,6,21,5
"F","C",46,18,2,"M","C","EY",36,1,0,0,2,10,4
"F","B",26,8,4,"F","B","CB",28,1,1,3,6,9,4
"F","B",30,19,3,"F","D","EY",22,1,3,1,2,7,3
"F","A",26,1,2,"M","B","CB",22,1,1,5,4,6,5
"M","B",38,16,5,"F","C","CB",33,0,1,2,5,9,5
"F","A",25,3,3,"F","A","CB",20,0,4,1,1,4,4
"F","B",15,7,5,"F","A","PO",36,0,0,0,0,5,3
"F","D",15,4,4,"M","A","EY",20,2,0,7,3,6,5
"F","B",19,3,3,"F","A","ST",33,1,1,0,0,5,2
"F","A",18,4,3,"M","B","EY",21,3,1,1,3,6,3
"M","A",16,5,5,"F","B","CB",17,3,0,1,2,5,5
"M","B",24,10,5,"F","A","AZ",20,5,3,5,6,6,5
"F","A",29,2,4,"F","A","CJ",29,4,0,0,0,3,4
"F","A",35,2,3,"M","A","EY",20,0,0,0,3,12,3
"M","B",26,2,3,"F","A","IC",26,2,2,1,1,7,2
"F","C",23,5,4,"M","A","AZ",26,3,2,2,2,7,5
"F","D",26,1,3,"F","C","PO",19,2,1,2,2,6,5
"F","B",22,2,4,"M","B","PO",32,2,2,0,1,26,5
"F","A",30,4,3,"F","B","PO",22,2,1,2,4,5,3
"F","B",22,1,4,"F","A","IC",31,1,0,0,4,11,3
"F","C",35,22,3,"F","A","AZ",32,1,0,1,1,3,4
"M","A",15,7,3,"F","B","CJ",28,1,1,0,1,10,3
"F","A",61,37,4,"F","B","EY",15,0,2,1,3,5,3
"F","A",34,10,3,"F","B","EY",20,0,1,1,4,5,4
"M","B",18,10,5,"M","B","PO",15,4,1,1,1,4,5
"F","D",47,32,4,"F","B","CB",19,1,0,1,2,5,5
"M","A",16,5,5,"F","A","CJ",19,0,1,2,6,9,3
"M","C",33,3,2,"M","C","PO",26,1,3,3,2,17,5
"M","A",31,6,3,"F","A","PO",20,2,0,1,6,4,4
"F","B",16,2,3,"M","A","CJ",16,1,0,0,0,1,5
"F","C",20,3,3,"F","B","AZ",24,2,0,4,3,10,5
"F","B",17,4,3,"F","A","AZ",26,1,2,3,2,0,3
"M","C",15,4,5,"F","A","PO",26,1,3,2,2,5,5
"M","A",26,5,5,"F","B","ST",22,2,1,5,4,6,5
"M","C",19,15,5,"F","A","CB",32,0,0,0,1,25,3
"F","B",29,8,4,"M","D","CB",15,6,2,4,2,4,5
"F","B",25,1,2,"F","C","EY",27,1,0,0,3,4,3
"F","C",24,20,5,"F","A","PO",39,2,0,6,5,22,5
"F","D",34,2,3,"M","A","EY",16,3,2,1,1,12,5
"F","B",17,2,4,"M","C","AZ",22,1,1,2,4,2,4
"M","B",17,26,5,"F","A","CB",51,2,0,0,0,21,3
"F","A",19,6,3,"F","C","CB",17,2,1,4,2,10,5
"F","A",37,2,1,"F","B","PO",18,1,0,0,1,2,3
"F","A",37,15,2,"F","C","PO",49,2,1,2,1,22,5
"F","B",28,7,3,"M","D","IC",40,2,0,1,0,13,4
"M","B",46,11,4,"M","B","AZ",17,0,1,2,5,3,4
"F","B",19,1,3,"F","D","PO",21,0,0,0,4,4,3
"F","A",70,16,2,"F","A","PO",27,0,0,2,3,1,4
"F","A",27,26,3,"M","B","ST",17,1,1,0,2,4,3
"M","A",24,17,3,"F","C","AZ",27,2,2,0,0,1,4
"F","A",19,4,5,"M","B","AZ",27,0,2,2,3,8,4
"F","A",33,2,2,"M","B","PO",17,3,0,1,1,7,5
"F","B",19,3,3,"F","B","PO",17,4,4,3,1,4,5
"F","A",35,13,3,"F","D","CB",16,3,0,3,5,8,5
"F","A",21,8,3,"F","A","CJ",62,1,0,1,2,36,3
"M","B",22,3,4,"M","B","IC",18,2,2,0,5,2,4
"M","A",32,12,5,"M","B","CB",15,1,2,0,2,1,4
"F","C",17,7,5,"F","B","ST",36,2,2,0,1,23,4
"F","A",26,3,3,"F","B","IC",21,1,0,1,6,4,3
"F","A",46,18,3,"M","B","AZ",53,0,2,1,0,14,5
"F","D",22,11,3,"F","A","AZ",27,2,2,0,0,1,3
"M","A",19,2,3,"F","C","PO",37,1,2,0,0,2,2
"M","B",19,1,4,"F","B","AZ",26,0,1,0,0,15,3
"M","B",17,6,5,"M","B","EY",45,0,1,1,6,16,3
"M","A",20,8,4,"M","C","IC",27,1,2,1,3,8,3
"M","A",17,1,4,"F","B","EY",26,1,2,1,3,5,3
"F","C",34,18,3,"F","A","CB",37,1,4,0,1,3,3
"F","C",24,5,5,"F","A","AZ",35,1,0,2,1,4,5
"M","B",18,3,3,"F","B","EY",23,0,0,3,4,2,4
"M","A",44,29,4,"M","C","ST",34,1,2,0,3,16,3
"F","A",16,3,3,"F","B","PO",18,2,2,0,4,2,3
"F","B",52,14,3,"M","A","AZ",20,0,0,2,4,2,4
"F","D",15,11,4,"F","B","AZ",22,0,0,0,3,3,4
"F","B",35,43,5,"M","A","ST",39,0,0,2,1,6,5
"F","A",18,6,3,"M","C","CJ",29,2,1,1,1,0,3
"M","A",29,4,3,"F","A","IC",16,0,0,2,2,1,3
"M","B",27,20,5,"M","B","PO",26,0,1,1,1,4,5
"F","B",17,5,3,"F","B","EY",32,3,1,1,3,6,3
"F","A",15,2,4,"F","C","CB",15,1,0,4,7,2,3
"M","B",18,2,4,"M","B","IC",28,1,2,0,5,5,4
"M","C",18,1,4,"F","C","AZ",28,0,1,1,1,10,3
"M","B",28,6,3,"F","B","IC",18,1,1,0,3,2,4
"F","B",25,4,4,"F","C","PO",20,2,1,4,2,13,5
"F","D",21,15,5,"M","C","PO",16,2,0,3,5,5,5
"F","A",37,18,5,"F","A","EY",17,0,1,3,2,2,4
"M","B",21,7,4,"F","A","IC",25,0,1,0,3,1,3
"F","A",15,1,3,"F","B","PO",41,4,2,1,1,9,5
"F","B",34,18,4,"F","A","ST",17,1,0,1,2,2,4
"M","B",18,8,5,"F","B","IC",24,1,1,7,5,8,5
"F","A",17,1,4,"F","B","EY",18,2,0,0,0,3,4
"M","A",15,5,5,"M","B","CJ",34,1,1,1,2,8,3
"M","C",30,22,5,"F","C","CB",36,1,0,2,3,37,5
