"Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","Var9","Var10","Var11","Var12","Var13","Var14","Var15","Var16","Var17","Var18","Var19","Var20"
"M","B","ST",31,0,1,0,3,13,4,"F","A","IC",36,0,0,1,0,7,3
"F","A","AZ",16,2,2,1,4,5,3,"F","D","CB",15,0,1,0,1,1,4
"M","B","CJ",15,1,2,1,2,1,4,"F","B","PO",19,2,0,5,3,5,5
"M","A","CB",30,4,0,1,1,13,5,"M","D","PO",22,1,1,2,4,9,5
"F","A","PO",22,0,1,2,6,9,3,"M","B","PO",40,2,1,4,2,5,5
"M","B","AZ",15,0,0,2,3,2,3,"F","A","PO",17,3,1,1,3,4,3
"M","B","ST",32,1,1,1,1,1,3,"F","B","IC",24,2,1,2,3,4,4
"F","B","PO",33,0,1,2,6,18,4,"F","D","ST",26,0,2,0,1,1,3
"F","D","CJ",23,2,2,3,2,6,5,"M","A","CB",23,2,2,2,1,5,5
"M","B","CB",51,1,1,1,1,18,5,"F","B","PO",20,1,0,1,1,3,3
"F","A","EY",30,0,1,1,0,10,3,"M","D","PO",42,2,0,1,0,8,5
"F","A","AZ",15,0,0,0,1,5,3,"F","C","AZ",28,1,0,2,2,10,3
"M","C","AZ",18,0,2,0,2,5,4,"F","A","CJ",26,1,5,1,1,1,3
"M","D","PO",40,1,0,5,2,10,5,"F","B","CJ",55,0,2,2,2,25,3
"F","A","AZ",32,1,2,0,2,6,4,"F","B","AZ",16,0,0,0,3,2,3
"M","A","PO",20,0,0,1,2,1,3,"F","B","PO",15,2,1,4,3,6,6
"M","B","EY",31,1,0,2,3,6,5,"M","A","PO",24,0,1,1,5,1,4
"M","C","PO",16,1,1,3,1,6,5,"M","B","CB",20,0,1,0,2,5,4
"F","C","PO",35,2,1,3,0,2,3,"F","B","CJ",25,0,0,1,1,10,3
"F","B","AZ",22,1,0,1,3,8,4,"F","A","IC",35,0,0,1,1,1,2
"M","D","AZ",47,3,0,1,1,13,5,"F","B","PO",37,3,1,1,0,9,4
"M","B","PO",16,2,2,1,6,6,3,"F","B","EY",17,1,2,2,6,3,3
"M","B","IC",19,1,1,1,3,4,4,"M","B","AZ",25,1,1,3,1,13,5
"M","A","CB",22,2,1,0,1,8,3,"M","A","ST",19,0,1,1,1,4,3
"M","D","EY",16,2,0,1,9,12,3,"F","A","PO",30,2,2,2,2,8,6
"F","B","CB",16,1,0,0,1,2,4,"F","A","EY",54,0,2,1,2,37,3
"F","B","AZ",22,0,1,3,6,8,3,"M","A","CB",26,0,0,0,3,12,4
"F","A","CJ",15,0,3,1,3,3,4,"M","B","AZ",21,0,1,3,5,5,4
"M","A","AZ",27,1,0,0,2,13,2,"F","A","CB",16,1,2,9,6,12,5
"M","C","AZ",15,3,1,0,1,4,5,"M","D","CB",18,0,1,1,5,9,3
"F","A","AZ",17,1,1,4,4,1,3,"M","C","AZ",16,3,1,3,1,5,5
"M","B","AZ",25,3,1,0,4,13,4,"M","A","EY",23,0,0,1,5,7,3
"M","B","IC",19,0,0,1,3,4,4,"F","A","PO",15,1,1,4,7,5,3
"F","A","PO",31,0,0,0,0,3,5,"F","A","AZ",43,0,0,2,0,16,4
"F","C","AZ",16,1,0,5,4,5,5,"F","A","IC",16,1,4,2,3,11,4
"M","A","CB",76,0,1,1,1,18,2,"M","C","PO",15,1,3,0,2,1,4
"F","C","IC",32,1,2,2,1,8,3,"M","A","AZ",16,0,2,1,6,5,3
"F","B","EY",15,0,2,1,2,1,3,"M","C","AZ",35,2,2,3,0,5,5
"F","A","PO",27,4,2,2,2,7,5,"F","D","IC",26,3,1,5,2,12,5
"F","C","PO",29,1,1,3,2,4,3,"F","C","AZ",39,0,2,0,1,27,4
"M","A","AZ",18,1,1,0,5,3,4,"F","C","AZ",20,3,1,2,1,17,5
"F","B","EY",19,3,1,1,1,2,4,"M","A","EY",15,2,1,2,7,2,3
"M","A","PO",27,0,1,0,1,10,3,"F","C","IC",17,2,2,1,3,4,4
"M","C","PO",23,0,0,4,6,5,3,"F","A","AZ",76,0,1,1,2,48,4
"M","B","AZ",20,1,1,5,2,27,5,"F","B","EY",31,0,1,2,2,15,4
"F","C","EY",22,2,2,2,4,8,4,"F","B","PO",16,1,2,2,5,4,4
"M","B","PO",19,1,1,1,1,7,5,"F","A","AZ",31,1,2,2,2,4,5
"F","C","CB",20,2,2,1,0,8,4,"F","B","CB",19,1,1,2,5,4,4
"F","B","CB",23,3,3,3,3,8,4,"F","A","PO",25,1,1,2,1,2,2
"M","B","AZ",18,3,1,4,2,4,5,"F","C","CJ",30,1,1,2,1,1,3
"F","A","ST",39,1,0,1,0,1,3,"M","C","PO",39,2,2,1,1,22,3
"M","B","PO",25,0,2,4,1,11,5,"M","A","CJ",36,3,1,1,1,7,3
"F","C","PO",21,0,1,3,4,6,3,"F","B","CJ",15,1,0,2,3,12,4
"M","A","CJ",17,4,2,6,4,8,5,"M","B","IC",50,0,0,2,5,6,4
"F","A","EY",35,0,0,0,1,6,3,"F","A","AZ",27,2,1,3,3,4,1
"F","A","IC",20,0,2,3,6,3,4,"F","C","CJ",26,1,3,0,1,7,3
"M","C","AZ",41,3,0,2,3,8,6,"F","B","EY",18,0,2,0,4,5,3
"F","D","AZ",16,2,1,4,3,6,5,"F","A","PO",28,3,2,1,1,12,4
"F","A","EY",42,0,2,0,3,5,1,"F","A","IC",29,0,0,0,1,9,3
"F","A","AZ",26,1,1,2,1,1,3,"M","C","AZ",51,0,1,3,2,29,3
"M","B","AZ",17,0,1,0,0,11,5,"F","C","AZ",32,2,1,5,1,19,5
"F","A","CB",18,1,0,2,5,5,3,"M","A","PO",36,2,0,2,3,14,4
"F","B","PO",18,0,0,1,4,11,4,"M","A","IC",32,1,0,0,0,2,3
"M","C","PO",17,3,0,2,2,7,5,"M","C","AZ",21,2,0,1,3,8,4
"M","B","EY",16,0,1,0,1,1,3,"M","C","PO",27,2,0,0,1,17,5
"M","C","PO",39,1,0,5,2,16,5,"F","C","EY",36,0,1,0,2,23,3
"M","B","PO",28,2,0,0,3,6,4,"F","C","CB",26,4,3,0,0,4,5
"M","B","PO",18,6,2,5,2,5,5,"F","B","PO",45,0,0,3,5,7,3
"F","A","CJ",28,1,0,0,1,1,3,"F","A","CJ",28,1,1,1,3,4,4
"M","B","IC",24,2,0,0,2,7,4,"M","B","IC",28,2,1,1,5,29,4
"F","B","EY",20,2,3,2,7,8,4,"F","B","EY",21,2,0,2,1,3,4
"F","A","IC",22,0,1,2,2,6,3,"F","B","IC",25,1,2,0,2,9,4
"F","B","AZ",19,3,2,2,5,3,4,"F","B","IC",28,1,1,0,0,3,3
"M","A","CJ",30,1,0,1,2,2,3,"M","B","EY",15,3,1,0,1,1,3
"F","C","EY",38,1,2,0,1,9,4,"M","B","IC",15,1,1,2,6,3,4
"F","D","PO",30,1,0,5,3,11,5,"F","B","CB",19,2,2,1,1,7,5
"M","D","ST",34,0,0,0,1,10,3,"M","B","IC",28,1,1,2,4,11,3
"F","A","AZ",42,0,1,0,1,1,3,"M","B","PO",15,1,2,3,4,15,5
"F","B","PO",36,2,1,2,0,7,5,"M","D","IC",28,1,1,0,1,0,3
"F","A","IC",27,1,0,1,3,10,3,"F","A","EY",15,1,0,0,1,1,4
"F","A","EY",32,0,3,1,0,0,4,"F","C","EY",30,0,2,3,6,8,3
"F","B","IC",32,1,1,0,1,10,4,"F","B","EY",19,0,2,2,4,9,3
"F","A","AZ",15,4,1,3,3,4,5,"M","C","CB",15,1,0,1,0,3,3
"F","A","PO",16,2,2,3,2,5,5,"F","C","IC",23,1,1,0,3,10,4
"F","C","ST",25,2,1,1,1,9,2,"M","A","AZ",18,1,1,0,5,7,4
"F","A","CJ",31,0,0,5,3,17,5,"F","A","AZ",21,2,1,2,4,2,3
"F","A","AZ",31,2,1,1,1,9,3,"F","A","CJ",18,0,1,1,4,1,4
"M","A","EY",16,3,1,0,3,1,4,"M","A","CB",16,0,1,0,2,6,3
"M","A","AZ",26,1,1,2,3,4,5,"F","D","CJ",16,1,1,1,7,1,4
"M","A","CB",16,1,3,2,1,4,5,"F","B","PO",27,2,3,2,5,16,5
"M","B","CB",17,1,0,0,4,6,4,"F","D","CB",16,0,1,0,2,2,3
"M","C","PO",22,3,1,3,1,14,5,"M","D","IC",16,3,1,3,3,10,5
"F","B","PO",19,0,0,0,1,2,3,"F","A","CJ",28,2,2,1,1,4,2
"F","A","EY",54,1,2,2,7,18,5,"F","B","CJ",19,1,2,2,3,2,4
"M","C","EY",16,1,0,2,4,2,4,"M","A","CJ",29,2,2,2,1,1,3
"F","A","CB",22,0,0,0,4,17,3,"M","A","EY",39,1,1,0,1,22,3
"F","A","AZ",20,0,0,0,3,12,3,"F","A","CB",21,3,2,1,2,15,5
"M","A","AZ",33,1,1,0,2,8,4,"F","C","PO",16,0,3,0,2,1,3
"M","C","CB",27,0,2,2,2,3,2,"F","A","ST",25,1,0,1,2,2,2
"M","B","CB",27,2,0,2,2,17,3,"F","A","CB",16,1,1,1,3,6,3
"F","A","PO",16,2,0,0,2,5,3,"M","A","PO",47,1,0,1,4,29,4
"F","C","EY",28,1,0,0,1,1,1,"F","B","CJ",27,4,1,1,0,18,5
"M","A","CB",22,3,2,2,1,9,5,"F","A","PO",35,0,0,1,1,6,4
"F","A","CJ",27,1,0,0,1,0,2,"F","A","ST",26,1,2,4,4,14,5
"F","B","EY",38,0,1,1,4,22,3,"M","A","CJ",40,0,0,1,1,20,4
"F","A","CB",21,3,2,2,1,22,5,"M","D","AZ",42,1,2,4,0,8,5
"F","A","IC",25,0,1,1,0,4,2,"F","C","IC",25,1,1,0,2,19,4
"M","B","PO",35,2,0,5,2,22,5,"F","A","CB",40,1,0,2,3,2,3
"F","B","CB",15,0,1,0,0,3,3,"F","B","IC",16,1,0,1,2,2,4
"F","A","PO",22,0,1,1,4,6,3,"F","A","CB",18,1,1,1,6,2,4
"M","B","AZ",34,0,5,0,1,12,3,"F","B","CB",42,2,3,1,3,13,3
"M","C","EY",22,1,1,2,0,14,5,"F","A","EY",19,2,0,2,3,2,3
"M","A","EY",28,0,1,1,1,12,4,"F","D","PO",19,4,2,5,3,8,5
"F","B","ST",22,5,0,1,1,6,5,"M","B","AZ",15,1,1,3,7,4,3
"F","A","PO",28,0,0,0,0,3,4,"M","B","CJ",19,1,0,1,5,1,4
"F","B","EY",38,2,0,1,1,28,3,"F","B","PO",19,1,1,0,5,3,4
"F","B","IC",15,2,2,0,3,1,4,"F","C","AZ",49,0,2,0,2,31,3
"F","A","AZ",41,1,0,2,2,1,3,"M","B","AZ",20,2,1,0,1,9,4
"M","A","PO",34,1,0,2,2,2,3,"F","A","AZ",33,1,1,0,1,3,3
"F","A","EY",15,0,1,0,2,1,3,"F","A","CJ",25,3,1,0,1,2,3
"F","B","AZ",32,1,4,1,0,20,3,"M","A","PO",24,0,0,2,3,8,3
"F","B","EY",42,3,1,0,1,21,4,"F","B","EY",19,3,3,1,4,3,3
"F","B","AZ",18,5,1,1,2,9,5,"F","B","AZ",22,1,1,3,5,7,4
"M","D","EY",51,2,1,0,1,17,4,"F","A","CB",28,0,0,0,2,4,3
"F","A","CB",19,0,1,0,3,7,4,"F","A","AZ",26,1,0,3,1,1,3
"F","C","PO",31,1,0,0,1,14,4,"F","B","AZ",46,0,3,1,3,40,4
"M","C","EY",15,1,2,0,2,5,4,"M","A","EY",15,0,1,1,3,2,3
"M","A","ST",17,0,1,0,6,1,4,"F","B","AZ",24,1,3,2,2,1,3
"F","A","EY",27,0,1,3,4,7,4,"M","B","PO",23,1,0,0,1,7,3
"F","B","PO",38,2,2,1,5,12,4,"M","B","CB",15,0,1,1,3,3,3
"F","B","CB",50,2,0,3,3,24,3,"F","A","PO",24,0,1,0,2,10,3
"F","A","EY",15,2,2,1,6,1,5,"F","B","AZ",21,1,1,1,2,2,3
"F","C","ST",23,3,2,2,1,14,5,"F","A","PO",21,2,2,5,4,11,5
"F","B","CB",16,3,1,4,1,6,5,"F","B","EY",27,0,0,1,3,14,3
"F","D","PO",16,4,0,3,3,5,5,"M","B","PO",16,2,1,1,2,1,3
"M","A","IC",16,2,1,1,5,4,5,"M","A","EY",15,2,1,0,1,1,4
"M","C","CJ",39,1,0,1,2,12,5,"M","B","IC",19,3,1,0,1,2,3
"M","A","PO",46,1,1,0,0,8,3,"M","B","IC",32,0,0,0,2,11,3
"M","C","AZ",26,0,1,6,4,5,5,"M","A","IC",29,4,4,2,1,0,3
"F","B","EY",29,1,1,2,2,15,4,"M","C","ST",25,0,0,1,0,2,3
"F","A","IC",32,0,1,6,7,20,4,"F","A","PO",27,2,0,1,0,9,3
"M","A","PO",17,1,0,1,1,1,4,"F","A","AZ",32,0,0,0,2,13,3
"M","A","EY",30,1,1,2,2,16,3,"F","B","PO",33,1,1,1,1,3,3
"F","C","IC",21,0,0,0,1,10,3,"F","A","ST",30,1,0,1,0,1,1
"F","C","EY",37,1,0,3,3,6,5,"M","C","EY",16,2,3,3,1,4,5
"F","B","CJ",17,0,2,2,6,2,4,"F","B","EY",29,0,2,0,2,6,3
"F","B","PO",37,3,0,2,4,14,5,"F","D","AZ",29,1,1,3,1,9,5
"F","D","PO",49,0,1,2,3,17,4,"F","A","CJ",17,2,0,2,1,7,5
"M","B","IC",23,1,1,2,5,1,4,"M","A","ST",25,1,2,1,1,2,4
"M","B","PO",15,1,0,2,2,6,5,"M","D","ST",22,1,1,5,1,4,5
"M","B","CB",43,1,0,1,1,4,4,"F","C","IC",25,0,1,0,0,0,3
"M","D","ST",27,2,2,0,1,1,4,"M","D","PO",16,1,0,3,4,10,4
"M","B","IC",35,0,1,2,3,9,3,"F","A","EY",15,3,1,1,5,1,4
"M","D","IC",62,0,0,1,2,29,4,"F","A","AZ",15,0,1,2,4,7,3
"F","C","EY",27,1,4,1,3,9,3,"M","B","AZ",23,3,1,2,2,5,5
"M","C","PO",25,1,3,1,2,5,5,"F","B","CJ",17,2,1,0,1,2,3
"M","A","AZ",16,1,0,1,2,1,4,"M","B","CJ",26,2,1,5,2,6,5
"M","A","CB",34,0,1,4,6,1,3,"F","B","PO",57,0,0,3,2,8,5
"F","C","AZ",17,4,2,4,3,5,5,"F","B","EY",22,3,2,0,2,8,3
"M","C","AZ",29,0,0,1,1,3,2,"F","B","PO",48,1,1,2,4,15,2
"M","B","CJ",19,3,3,1,3,2,3,"F","A","IC",54,1,3,0,2,5,2
"F","A","EY",22,0,0,2,5,3,4,"M","A","AZ",21,2,1,1,4,13,4
"F","A","ST",30,1,0,0,1,3,4,"F","C","PO",18,3,4,0,0,5,5
"M","C","CB",16,1,1,2,0,7,5,"F","C","PO",20,6,4,5,2,8,5
"M","A","AZ",20,0,0,0,1,18,3,"F","B","PO",19,1,0,1,2,1,4
"F","A","PO",39,2,3,0,1,3,2,"F","B","PO",23,1,1,1,1,4,4
"M","A","EY",46,1,0,0,1,26,4,"M","A","CB",37,1,1,1,1,0,2
"F","C","PO",25,0,0,1,2,7,3,"M","C","PO",20,2,2,1,3,1,5
"F","B","AZ",35,1,0,0,0,4,3,"M","B","PO",28,2,2,1,0,8,5
"F","B","AZ",17,1,2,0,3,9,3,"M","B","ST",31,3,3,2,5,7,3
"F","A","AZ",17,1,2,0,3,4,3,"M","A","CB",20,3,1,0,1,13,4
"F","A","AZ",36,2,1,0,0,3,4,"F","B","EY",15,2,1,1,1,1,4
"M","D","PO",25,3,1,2,1,4,5,"F","B","AZ",19,2,2,5,1,16,5
"F","B","PO",23,2,2,1,6,1,4,"F","A","EY",32,0,1,1,1,5,3
"M","B","PO",29,1,1,1,2,12,3,"F","A","CB",26,1,0,1,4,6,4
"F","C","CB",21,1,0,0,2,9,5,"M","B","PO",24,3,0,0,0,11,5
"M","B","PO",15,1,0,3,5,2,3,"M","B","EY",18,1,2,0,6,6,4
"F","A","AZ",32,1,0,2,3,17,2,"F","B","CB",16,0,0,1,6,1,4
"M","B","CJ",26,2,2,1,2,12,4,"F","A","IC",28,1,0,1,1,10,2
"F","B","CB",19,4,5,4,2,11,5,"F","A","PO",24,3,1,4,3,8,5
"M","B","PO",20,1,0,2,5,12,3,"M","A","IC",18,0,1,4,6,12,5
"F","C","AZ",32,0,1,2,6,26,4,"F","A","CJ",15,1,0,1,3,4,4
"M","A","CJ",49,1,1,1,3,28,3,"M","A","CJ",17,2,2,2,2,10,5
"M","B","PO",30,2,0,3,2,8,5,"F","A","CJ",26,2,0,0,1,1,1
"M","C","CB",35,4,1,3,4,10,5,"F","C","AZ",39,0,0,0,1,6,3
"M","C","CB",20,0,1,0,4,7,3,"F","A","CJ",18,1,3,0,3,1,3
"F","B","AZ",21,0,1,1,4,14,3,"M","A","CJ",22,0,0,1,3,7,3
"M","C","IC",20,2,0,0,0,9,5,"F","B","PO",30,0,1,0,2,22,4
"F","C","CJ",41,2,1,0,1,19,4,"F","A","CJ",33,1,3,0,1,28,3
"M","C","CB",34,1,0,0,2,2,4,"F","B","ST",21,1,2,1,4,3,3
"F","A","IC",26,3,0,1,0,5,2,"M","B","PO",15,4,5,1,1,6,5
"F","D","CJ",17,2,1,1,5,1,3,"M","A","EY",31,1,0,0,2,16,3
"F","B","IC",18,0,0,2,2,7,5,"M","A","IC",27,3,2,0,0,1,1
"M","D","CB",18,0,1,4,4,10,5,"F","B","ST",17,0,1,1,3,4,3
"F","A","EY",18,2,1,1,5,4,4,"F","B","AZ",21,0,0,2,6,4,4
"F","C","CJ",28,0,1,3,6,16,5,"M","A","CB",17,0,0,3,6,5,3
"M","B","PO",18,0,0,2,4,13,4,"F","A","PO",32,1,0,4,3,5,5
"F","A","AZ",39,0,1,0,0,18,4,"M","A","PO",25,2,0,3,3,18,5
"M","B","PO",23,4,2,3,2,7,5,"F","A","IC",31,1,0,0,0,4,2
"F","B","EY",23,0,2,0,1,9,4,"F","B","PO",25,0,1,2,0,10,3
"F","B","PO",21,0,2,2,7,7,3,"M","A","PO",30,1,2,5,3,14,4
"M","D","AZ",17,2,1,2,2,5,5,"F","A","PO",26,1,1,0,1,2,3
"F","A","IC",25,1,0,0,0,0,4,"M","D","CB",39,1,1,0,0,2,3
"F","C","PO",27,1,1,2,1,1,3,"M","D","AZ",15,1,2,4,1,8,5
"M","B","AZ",18,1,1,2,3,2,3,"F","B","CB",27,1,0,2,1,18,5
"F","B","PO",18,2,3,6,3,14,5,"F","B","PO",20,1,3,0,0,8,5
"M","C","CB",23,4,0,1,1,25,5,"F","C","AZ",29,1,0,0,1,6,3
"F","C","AZ",25,1,1,0,0,1,3,"F","B","EY",38,1,1,0,3,23,3
"M","A","EY",18,0,1,0,2,7,3,"M","C","AZ",25,2,2,0,5,2,3
"M","C","CB",15,0,1,2,5,2,4,"F","B","AZ",36,0,0,1,1,12,3
"F","C","CB",25,1,2,0,1,3,3,"F","A","CJ",16,3,4,0,1,1,4
"F","D","CJ",15,1,1,3,1,5,6,"F","A","AZ",28,0,0,1,1,2,1
"F","B","AZ",20,1,0,1,0,9,5,"M","C","CB",37,2,0,0,1,26,4
"M","B","PO",15,2,1,5,2,4,5,"M","B","PO",21,1,1,3,3,5,4
"F","A","CB",17,1,1,0,2,4,3,"M","C","CJ",15,1,2,0,1,2,4
"M","B","PO",23,2,1,5,2,18,5,"M","B","PO",35,3,1,3,1,12,5
"M","A","CJ",26,0,0,0,4,1,3,"F","B","PO",21,2,0,7,4,12,5
"M","A","PO",20,0,1,2,2,12,4,"F","A","AZ",18,1,0,1,2,14,3
"F","B","PO",15,0,1,1,3,1,3,"M","B","CJ",17,3,1,2,0,5,3
"F","B","AZ",24,3,0,1,1,10,3,"F","A","IC",27,1,0,0,1,2,2
"M","B","AZ",15,2,1,4,3,10,5,"F","A","AZ",26,0,0,2,2,3,3
"F","A","PO",31,3,2,1,1,20,3,"F","A","CJ",41,0,1,0,1,9,5
"F","C","CJ",25,2,1,2,4,9,3,"M","C","AZ",20,2,0,2,1,10,5
"F","A","PO",17,1,3,0,3,3,3,"F","B","PO",17,2,3,0,2,23,3
"M","C","CB",18,5,1,3,5,20,5,"M","C","PO",31,0,1,2,2,13,5
"F","B","IC",16,0,1,2,8,2,3,"F","C","EY",16,1,0,0,2,2,3
"M","B","CJ",20,3,3,1,2,1,3,"M","C","AZ",25,3,2,3,3,22,5
"F","A","CJ",29,0,0,1,1,5,2,"M","B","EY",27,0,0,0,3,20,5
"M","A","AZ",30,3,0,1,2,13,5,"F","B","PO",31,2,1,2,1,14,5
"M","B","CB",19,1,0,3,1,4,3,"F","C","PO",29,2,1,0,2,13,3
"M","A","PO",25,2,3,3,5,5,5,"F","B","CJ",21,0,0,0,5,4,4
"F","B","AZ",18,2,1,1,3,3,4,"M","C","CB",25,1,4,1,4,16,5
"M","A","IC",36,0,1,1,2,5,4,"M","A","EY",35,2,1,0,1,17,4
"F","B","ST",51,1,3,1,2,18,4,"F","D","IC",16,0,4,0,2,1,4
"F","C","PO",24,4,1,6,4,22,5,"M","B","PO",21,0,2,2,2,6,3
"F","A","IC",30,0,0,3,1,1,4,"F","B","EY",32,0,2,0,3,8,4
"F","B","CJ",19,0,3,0,5,3,4,"M","C","PO",28,1,0,3,3,9,5
"F","C","CB",20,2,0,1,0,5,5,"F","A","PO",24,0,0,1,4,5,3
"F","D","IC",15,2,0,0,3,2,4,"M","A","AZ",15,1,1,2,4,13,4
"F","A","AZ",34,2,2,0,1,7,5,"M","B","PO",17,2,2,3,7,3,4
"F","C","PO",34,1,0,8,1,13,5,"M","B","PO",41,4,0,2,0,11,5
"M","B","PO",18,2,0,7,4,12,5,"F","B","PO",16,3,1,0,1,11,5
"M","D","PO",22,3,2,3,4,18,5,"M","C","ST",27,2,0,2,5,9,3
"F","A","AZ",59,1,2,0,1,31,3,"M","C","PO",32,0,2,1,4,19,3
"F","A","PO",18,1,1,4,2,2,3,"F","A","AZ",30,3,2,0,0,2,3
"M","B","CJ",18,1,1,2,5,2,4,"F","B","CB",24,0,1,6,2,5,5
"F","A","PO",20,0,1,2,3,4,3,"F","A","PO",18,0,0,0,0,5,4
"F","A","EY",30,0,1,1,0,7,3,"F","C","AZ",20,2,1,1,3,2,4
"M","A","PO",22,1,0,0,0,4,4,"F","A","AZ",17,3,1,1,5,7,4
"F","A","CB",15,0,0,2,4,7,4,"F","A","CB",49,0,0,1,1,2,3
"F","B","EY",26,1,1,0,6,13,3,"F","A","PO",26,2,0,4,0,7,5
"M","A","CJ",18,3,0,4,4,4,5,"F","C","CB",24,3,0,6,3,15,5
"F","B","AZ",18,2,0,3,3,12,5,"F","A","CJ",44,0,0,1,3,1,3
"M","A","CJ",28,1,0,1,4,4,4,"M","A","AZ",30,2,3,1,2,7,4
"F","A","EY",29,1,2,1,2,3,2,"M","A","AZ",37,0,4,1,2,17,3
"F","A","AZ",28,0,4,1,0,3,2,"M","B","AZ",35,2,1,1,2,35,5
"F","A","IC",19,1,1,5,7,9,4,"M","A","PO",15,2,0,0,0,2,3
"F","A","PO",19,4,1,6,2,9,5,"M","B","CJ",23,3,0,2,3,12,4
"M","B","PO",16,0,1,0,1,7,3,"F","C","PO",22,0,0,1,2,12,5
"M","A","PO",21,1,0,2,1,7,3,"F","B","PO",16,0,1,0,5,3,3
"F","B","CB",17,0,0,1,2,10,3,"F","A","AZ",33,0,2,1,3,3,3
"F","A","PO",50,1,0,1,3,21,4,"M","C","CJ",16,3,2,6,4,6,5
"F","A","AZ",26,2,2,2,1,3,1,"M","A","IC",44,1,0,0,2,4,3
"F","B","EY",21,2,1,5,3,4,5,"F","C","PO",21,2,1,0,3,1,3
"M","B","AZ",15,1,1,0,1,1,3,"F","B","IC",33,1,2,1,1,2,3
"M","D","AZ",27,2,2,3,3,4,2,"F","B","CJ",22,3,0,0,1,21,4
"M","C","PO",36,7,1,1,1,7,5,"F","A","IC",25,2,0,1,2,2,3
"F","A","CB",18,1,0,1,2,7,3,"F","B","CB",20,2,1,1,1,1,4
"F","A","CB",31,1,1,1,0,16,3,"F","A","CJ",15,0,1,2,2,1,4
"M","C","PO",18,1,1,1,3,7,4,"F","A","AZ",38,2,2,3,1,10,3
"F","A","CB",27,1,0,0,2,5,3,"F","A","CJ",31,0,0,0,5,7,5
"M","B","EY",38,1,0,0,1,23,4,"M","A","PO",17,1,2,3,2,11,5
"F","A","EY",28,2,2,1,4,15,4,"F","A","AZ",32,0,0,0,1,8,2
"F","C","AZ",30,2,0,3,0,11,5,"F","A","CB",16,0,3,1,3,1,4
"F","B","PO",24,1,1,1,1,6,4,"F","A","AZ",34,1,1,0,1,5,1
"M","A","AZ",54,0,1,2,0,8,4,"F","A","CJ",43,0,0,1,2,1,1
"M","B","PO",30,1,0,5,3,5,5,"M","B","CB",22,3,1,5,3,41,5
"F","D","EY",16,0,0,1,3,2,3,"F","A","IC",25,1,1,2,3,2,3
"M","A","CJ",24,0,0,2,0,4,4,"F","C","EY",22,0,0,4,4,1,4
"M","A","EY",15,0,2,1,3,4,5,"M","B","ST",17,2,1,1,4,10,4
"F","A","EY",21,1,0,1,5,7,3,"F","A","CB",19,0,0,1,2,7,3
"F","B","AZ",32,0,0,0,2,2,3,"F","A","EY",23,0,1,2,5,14,4
"F","C","PO",21,2,1,1,2,9,5,"M","B","AZ",28,0,1,1,1,2,2
"M","B","PO",19,0,2,2,6,3,4,"M","D","EY",21,2,1,3,1,4,5
"M","D","PO",18,0,0,4,5,5,5,"M","D","AZ",31,0,1,3,1,4,3
"F","A","CB",22,0,1,2,5,15,3,"M","A","PO",17,1,0,1,4,2,3
"F","A","AZ",15,1,2,2,1,17,5,"M","A","IC",15,0,0,0,1,9,3
"F","C","EY",16,1,0,2,0,4,4,"F","A","PO",25,0,0,0,0,1,3
"F","B","AZ",16,0,0,2,4,1,4,"F","A","AZ",36,0,0,2,4,16,4
"F","A","AZ",31,0,1,2,1,1,2,"F","A","IC",21,1,0,0,4,6,4
"F","B","PO",19,0,0,2,2,19,5,"F","A","AZ",27,1,1,1,0,1,3
"M","B","PO",20,0,1,0,4,3,3,"F","A","PO",21,0,4,1,2,2,4
"F","B","EY",33,3,1,3,3,30,5,"F","B","IC",30,0,0,1,1,3,4
"F","A","PO",30,1,1,2,3,17,5,"F","C","IC",41,2,3,0,0,8,2
"M","A","AZ",29,0,0,2,3,19,4,"F","A","CJ",43,2,2,1,2,15,2
"M","B","CJ",16,3,1,1,3,2,3,"M","B","AZ",17,1,0,0,1,11,5
"F","B","PO",19,0,1,1,3,7,3,"F","A","PO",20,0,1,3,1,6,5
"F","C","CB",30,0,0,0,3,7,3,"M","B","CJ",32,2,0,5,2,17,5
"F","A","CB",34,0,1,0,0,3,3,"M","A","PO",29,0,2,0,3,8,3
"F","C","IC",16,3,2,1,1,1,3,"F","C","AZ",28,0,0,1,1,1,5
"M","B","PO",17,3,2,4,5,8,5,"M","D","CB",30,2,1,1,1,12,5
"F","B","AZ",45,2,0,1,1,12,3,"F","B","EY",29,1,0,0,0,3,3
"M","A","EY",28,0,0,1,5,4,3,"F","C","CB",18,0,1,0,2,5,4
"M","A","PO",22,0,0,2,2,6,5,"F","B","PO",51,0,2,1,2,16,3
"M","A","IC",22,1,1,1,3,1,4,"M","B","PO",28,4,0,2,1,16,5
"F","C","PO",29,2,1,1,2,3,4,"F","B","AZ",15,2,0,4,4,15,5
"F","B","EY",48,2,1,2,5,21,4,"F","D","CB",27,0,0,0,5,9,4
"M","C","PO",23,0,3,0,1,8,3,"M","B","PO",15,0,0,0,1,1,3
"F","A","AZ",35,1,1,1,0,6,4,"M","C","AZ",21,2,1,0,0,5,5
"F","C","PO",18,3,0,5,3,5,5,"F","B","PO",46,1,1,1,4,35,3
"M","A","IC",17,1,0,0,3,2,3,"M","B","CB",25,2,0,5,5,12,5
