"Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","Var9","Var10"
"M","D","AZ",23,1,0,3,2,15,4
"M","B","AZ",16,0,0,0,2,6,4
"F","A","ST",19,1,0,1,3,2,3
"F","A","AZ",31,5,1,4,0,2,3
"F","B","EY",17,1,1,0,3,1,3
"F","A","EY",21,0,1,1,1,5,4
"F","C","EY",19,3,3,1,3,3,4
"M","B","AZ",18,0,1,0,2,5,4
"M","B","AZ",23,1,1,4,3,9,5
"M","B","PO",26,0,0,1,1,22,6
"M","C","AZ",29,1,1,1,1,2,2
"M","A","AZ",37,2,0,0,2,3,3
"M","B","AZ",22,3,2,3,1,6,5
"F","A","EY",26,1,0,1,0,2,3
"M","D","PO",21,1,2,1,1,4,5
"F","B","PO",26,0,1,3,4,10,3
"F","B","ST",22,0,3,2,4,7,4
"F","C","PO",30,0,3,1,5,6,3
"F","B","IC",34,2,0,2,1,8,3
"F","B","PO",18,2,0,1,6,6,4
"F","A","AZ",21,2,0,2,3,46,5
"M","A","CB",16,2,1,2,4,2,4
"F","B","PO",23,2,2,1,2,9,4
"F","A","AZ",40,0,1,0,2,13,2
"F","A","IC",28,2,1,0,1,4,3
"M","C","PO",37,4,0,4,4,5,5
"M","D","PO",15,1,0,5,3,6,5
"F","A","AZ",15,3,1,5,1,5,5
"F","A","PO",20,1,1,0,3,6,3
"F","D","CJ",32,0,1,3,4,2,3
"F","B","AZ",63,1,0,2,3,24,4
"M","C","PO",16,3,1,5,2,4,5
"M","C","EY",40,0,1,1,3,20,3
"M","D","EY",20,4,0,4,4,6,5
"M","B","CJ",21,4,2,7,3,8,5
"F","A","ST",28,0,0,2,4,1,4
"M","B","AZ",16,2,0,3,0,4,5
"F","B","IC",21,1,0,1,3,19,3
"M","D","AZ",17,0,1,2,4,2,4
"F","A","PO",39,2,1,2,4,7,3
"M","B","AZ",16,1,3,0,4,5,3
"M","D","CB",17,1,2,4,2,8,5
"F","C","ST",34,1,2,1,0,3,4
"F","A","CJ",15,0,1,1,5,10,3
"F","A","CJ",17,1,0,3,1,12,5
"M","C","IC",16,0,1,2,6,7,4
"F","A","AZ",15,2,1,1,1,1,3
"M","A","AZ",18,5,1,2,0,9,5
"M","B","AZ",49,1,1,4,3,19,5
"M","B","EY",24,4,1,2,3,4,3
"F","D","EY",23,3,1,4,4,8,5
"M","C","CJ",22,2,0,4,4,5,4
"F","B","PO",15,1,1,2,1,6,5
"F","A","AZ",19,2,0,0,3,2,3
"F","D","ST",17,1,2,0,1,3,4
"F","C","CJ",15,1,0,2,5,3,4
"F","A","PO",52,0,0,0,1,1,2
"F","C","CB",26,2,2,0,2,8,4
"F","A","ST",27,2,0,1,0,6,3
"F","B","CB",18,4,0,1,6,2,4
"F","C","ST",17,4,0,1,3,3,3
"F","B","PO",15,1,1,2,0,3,3
"F","B","EY",26,0,0,1,6,20,4
"M","D","CJ",26,2,0,4,1,4,5
"F","A","PO",57,2,3,1,0,13,3
"F","B","CJ",22,1,0,1,1,11,4
"F","A","CJ",26,0,0,0,1,4,3
"F","C","CJ",31,1,1,1,1,18,3
"F","C","CB",23,1,0,1,6,10,4
"F","B","AZ",16,3,4,3,2,2,3
"F","B","PO",24,5,1,4,4,12,5
"F","C","CB",22,0,1,4,3,7,5
"F","C","EY",35,1,0,3,2,19,3
"M","B","AZ",23,1,2,6,1,6,5
"F","A","AZ",27,0,0,1,1,1,3
"M","A","CJ",22,3,2,2,3,7,5
"M","C","AZ",19,1,0,1,3,3,3
"M","A","AZ",32,2,3,2,2,2,3
"M","C","PO",27,2,2,5,1,22,5
"M","C","PO",49,3,1,1,0,43,5
"M","A","EY",19,2,0,2,4,13,4
"F","A","PO",36,2,0,1,1,1,3
"M","B","AZ",19,0,0,1,4,10,3
"M","C","CJ",16,5,3,5,2,6,5
"F","C","AZ",49,0,0,3,4,16,5
"M","B","EY",20,0,0,0,2,3,4
"M","B","PO",24,1,3,0,1,3,3
"M","B","AZ",25,1,0,4,4,11,5
"M","A","IC",16,1,0,0,1,1,3
"F","A","AZ",17,3,2,1,6,8,4
"F","A","CJ",39,4,0,3,1,11,5
"M","B","PO",15,0,0,3,2,4,4
"F","C","CB",45,2,0,0,0,12,4
"M","B","ST",23,1,2,3,2,6,5
"F","C","PO",18,2,3,1,2,5,5
"M","B","IC",20,1,0,0,1,20,4
"F","A","CB",32,2,4,1,1,3,2
"F","C","AZ",31,2,1,3,3,8,5
"M","B","EY",26,2,2,1,1,4,4
"F","B","CJ",43,3,0,5,6,18,3
"M","D","PO",19,1,0,4,6,7,3
"M","B","ST",32,0,1,1,2,14,4
"M","C","CB",21,0,1,0,3,10,4
"M","B","CB",21,5,3,3,2,20,5
"F","C","IC",19,1,0,2,1,4,4
"M","D","CJ",17,0,3,1,3,4,4
"M","A","PO",21,2,1,5,3,10,5
"F","A","PO",25,2,4,4,3,6,5
"F","C","CB",24,5,2,2,1,8,5
"M","C","PO",27,2,0,0,1,5,3
"M","C","EY",22,1,0,1,1,5,5
"M","B","PO",15,0,1,2,4,3,4
"F","A","ST",18,2,1,1,3,2,4
"F","B","CJ",15,1,0,2,0,7,5
"M","A","AZ",16,0,2,0,4,7,3
"F","B","PO",15,2,0,3,2,14,5
"M","C","EY",15,0,3,0,1,3,4
"M","C","PO",21,0,1,5,4,5,5
"M","C","CJ",26,1,0,0,3,12,3
"M","B","CB",16,4,1,1,4,4,4
"M","A","AZ",15,0,0,1,0,7,3
"M","A","IC",32,0,0,3,2,4,3
"F","D","AZ",28,0,0,2,1,10,5
"F","B","PO",16,4,1,5,3,18,5
"F","A","AZ",16,0,1,0,2,9,4
"F","B","PO",18,1,0,8,3,4,5
"F","C","CB",19,2,2,3,5,18,5
"F","B","PO",15,0,1,5,3,7,5
"F","A","CB",18,0,0,2,5,6,4
"F","B","CJ",31,1,0,0,1,7,3
"M","C","CJ",21,3,1,3,3,14,5
"M","B","EY",15,6,0,4,3,4,5
"F","B","ST",29,3,1,1,4,3,3
"F","B","AZ",22,1,0,0,2,2,4
"F","B","PO",15,4,0,3,2,4,5
"F","B","AZ",18,1,1,0,1,5,4
"F","A","AZ",19,0,1,2,5,3,3
"F","B","CB",27,3,2,2,1,5,5
"M","C","IC",45,0,1,3,1,1,2
"M","C","IC",15,2,4,3,6,1,4
"F","C","ST",20,1,1,0,1,4,3
"F","B","IC",26,0,0,0,0,3,2
"F","C","IC",26,2,1,0,1,4,3
"M","A","PO",18,0,0,2,4,8,4
"F","B","CJ",15,2,0,5,3,6,5
"F","A","PO",22,1,1,0,4,6,4
"F","B","IC",59,0,0,1,0,11,3
"F","A","EY",17,1,2,1,0,8,4
"F","B","CB",15,1,1,0,1,1,4
"F","A","AZ",36,0,1,0,2,11,3
"F","C","AZ",37,0,3,2,2,2,1
"F","B","IC",15,2,1,1,2,1,4
"F","B","PO",15,2,2,0,1,1,3
"F","A","PO",28,0,1,1,4,12,4
"F","A","AZ",29,1,2,1,1,1,3
"F","C","AZ",26,2,0,4,2,6,5
"M","C","IC",25,1,1,3,1,0,4
"M","B","CB",18,2,2,3,4,11,5
"M","B","EY",27,1,2,0,1,1,3
"F","A","EY",16,2,2,1,2,3,3
"F","A","IC",26,0,0,0,0,35,4
"F","C","IC",37,3,2,0,3,22,3
"F","A","CB",22,3,1,0,0,5,5
"M","D","ST",17,0,3,1,1,11,5
"F","B","IC",37,0,1,0,4,14,3
"M","C","AZ",20,2,2,1,2,3,4
"M","A","PO",37,3,1,5,1,4,5
"M","B","PO",19,0,3,1,4,2,3
"F","C","IC",35,2,2,1,4,1,3
"F","A","PO",20,1,0,3,4,4,3
"M","A","IC",27,1,2,1,1,2,3
"F","A","CJ",30,1,0,1,1,1,3
"F","B","EY",35,1,2,3,6,27,4
"F","A","IC",28,0,0,3,1,0,3
"M","B","CB",15,3,0,0,0,2,4
"M","B","CB",15,5,3,0,1,6,3
"F","B","IC",15,2,2,3,6,6,4
"F","C","IC",27,1,1,1,0,21,3
"F","B","EY",16,1,1,0,2,2,4
"F","C","EY",30,1,2,2,3,7,4
"F","B","AZ",30,1,0,1,4,16,4
"M","A","CJ",16,0,0,3,0,6,5
"F","B","PO",15,2,0,4,2,14,5
"M","A","PO",23,1,0,2,4,6,4
"F","B","CB",26,1,1,1,1,14,3
"M","C","CJ",23,1,1,2,3,10,3
"M","A","CJ",17,2,1,3,5,3,4
"M","B","IC",39,4,1,2,1,4,3
"M","A","IC",32,0,0,0,4,7,4
"F","C","PO",20,2,2,1,4,26,4
"F","A","PO",28,1,1,1,0,4,5
"M","B","EY",30,3,0,2,4,29,3
"F","A","AZ",28,1,1,4,4,0,3
"F","B","AZ",35,1,1,1,0,6,2
"F","B","PO",25,0,2,0,2,8,4
"F","A","PO",43,0,0,0,2,7,3
"M","A","AZ",19,0,3,7,2,5,5
"F","B","CJ",18,0,0,1,5,4,4
"M","B","EY",15,2,0,0,1,2,4
"F","A","IC",29,2,2,0,1,3,3
"F","A","EY",28,1,2,1,0,2,4
"M","A","IC",27,2,0,0,4,17,3
"M","C","CJ",20,2,3,4,1,7,5
"F","A","PO",20,1,1,2,1,5,3
"M","B","AZ",15,1,1,5,1,5,5
"M","B","AZ",16,2,2,0,1,7,3
"M","B","AZ",23,2,2,0,0,8,3
"M","B","CB",27,0,4,0,2,15,3
"F","B","CB",15,1,1,1,1,3,4
"F","B","PO",15,0,0,0,2,2,3
"M","B","EY",19,1,1,0,4,6,3
"M","B","CJ",20,2,2,2,2,16,5
"F","B","CB",32,0,0,0,0,3,3
"F","A","ST",31,2,1,0,1,12,3
"M","C","EY",19,1,1,0,3,3,3
"M","B","EY",20,2,2,0,0,3,4
"F","B","AZ",28,2,4,1,6,13,4
"M","A","CB",34,0,0,0,2,6,4
"M","C","PO",33,0,0,1,2,7,4
"M","B","CB",22,2,0,1,4,3,4
"M","C","PO",16,2,0,4,5,6,5
"F","A","IC",15,1,1,0,2,1,3
"F","C","PO",34,2,0,1,0,21,3
"F","D","AZ",16,3,2,3,2,15,5
"M","D","CB",18,2,0,5,2,4,5
"F","B","IC",32,0,0,0,0,14,3
"F","C","CJ",17,1,2,3,4,3,3
"F","B","CB",24,1,1,4,2,4,5
"M","B","PO",16,1,1,10,4,4,5
"M","B","AZ",17,0,3,3,4,7,5
"M","C","CB",16,0,2,0,3,2,4
"M","C","CB",36,1,0,2,3,7,6
"F","B","AZ",18,0,0,2,4,4,4
"M","D","PO",21,4,0,3,3,6,5
"F","B","EY",15,1,1,1,3,4,4
"F","A","CJ",17,1,1,3,3,6,5
"F","B","PO",18,2,2,6,5,8,5
"F","B","AZ",27,1,3,1,0,3,2
"F","A","CJ",25,2,1,0,1,6,4
"F","A","IC",15,1,0,0,1,3,3
"F","A","IC",27,0,3,1,1,3,4
"M","B","EY",17,0,0,2,4,5,4
"F","B","PO",20,2,1,0,0,18,5
"M","A","EY",15,0,0,0,2,2,3
"F","D","AZ",31,1,1,2,2,15,3
"F","D","PO",21,1,1,0,0,12,5
"M","A","EY",25,2,0,0,1,6,4
"F","C","PO",19,0,1,1,3,8,3
"F","B","AZ",17,0,1,1,3,11,3
"F","B","EY",15,1,0,2,2,1,3
"F","A","AZ",29,2,1,1,3,11,3
"F","D","CB",16,2,1,1,2,3,3
"F","A","AZ",19,2,1,6,3,6,5
"M","C","CB",17,3,0,3,1,4,5
"F","D","PO",51,2,1,0,0,5,5
"F","B","PO",15,1,2,0,0,1,4
"M","A","AZ",25,1,0,1,1,1,3
"M","A","AZ",25,1,0,1,6,10,4
"F","B","AZ",24,0,0,1,0,10,3
"M","C","AZ",17,2,0,2,3,6,5
"F","D","AZ",26,1,0,1,0,4,2
"M","B","CB",17,2,3,2,3,10,6
"M","B","CB",19,2,2,1,3,2,3
"M","C","ST",17,0,1,1,3,1,4
"F","D","IC",21,0,0,0,2,6,4
"F","B","EY",16,1,0,5,4,4,5
"M","A","AZ",18,4,0,3,0,22,5
"F","A","AZ",15,1,0,0,1,4,3
"F","B","CJ",25,3,0,3,1,7,5
"F","B","CB",19,2,3,6,1,14,5
"F","B","IC",48,1,2,1,1,10,5
"F","B","AZ",24,1,1,0,0,17,4
"F","A","ST",27,2,0,0,0,10,3
"M","A","EY",33,1,0,0,6,7,3
"F","B","IC",33,1,0,0,1,11,2
"F","B","AZ",16,0,1,0,2,3,3
"M","B","PO",16,0,2,0,2,6,4
"M","B","AZ",16,2,1,1,1,3,4
"F","C","EY",16,4,2,4,1,22,5
"M","C","IC",21,2,0,0,1,4,5
"M","B","AZ",15,0,1,1,1,1,4
"F","A","CJ",35,1,1,2,3,20,3
"M","A","AZ",16,3,0,5,2,5,5
"M","A","EY",15,0,3,0,0,1,3
"F","A","AZ",30,2,1,1,0,5,3
"F","B","AZ",26,0,2,1,1,1,3
"M","A","EY",65,1,3,2,2,34,4
"M","A","CJ",26,1,1,1,5,8,4
"M","B","AZ",16,5,1,1,1,7,5
"F","D","CB",34,0,2,1,6,17,5
"F","A","EY",15,1,1,1,3,2,4
"F","B","AZ",45,0,2,1,0,16,4
"F","C","CB",30,5,2,9,6,21,5
"M","B","ST",48,0,0,2,2,23,4
"F","A","IC",26,0,1,0,1,1,3
"F","B","CB",20,1,3,1,3,8,4
"M","B","EY",19,2,1,1,2,4,4
"F","A","AZ",24,3,0,5,1,9,5
"M","B","PO",31,1,0,3,6,21,4
"F","A","EY",53,0,0,2,3,24,4
"M","A","PO",41,1,0,5,1,39,5
"M","B","AZ",15,2,0,4,4,4,5
"F","A","AZ",26,2,1,1,1,1,4
"M","A","CB",29,1,3,0,2,3,3
"M","A","CB",31,1,2,1,5,8,4
"F","C","EY",19,1,1,0,1,9,4
"M","C","AZ",29,0,2,0,0,4,3
"F","B","EY",22,1,1,1,5,8,4
"M","C","AZ",32,2,1,1,0,5,5
"F","A","ST",21,1,3,2,3,4,3
"F","C","IC",21,4,0,4,4,4,5
"F","A","EY",17,0,1,0,1,1,3
"F","A","AZ",38,0,2,2,2,6,2
"F","B","PO",26,0,3,0,1,11,3
"F","A","PO",34,3,1,2,0,4,4
"F","A","EY",48,0,2,4,1,4,4
"F","A","EY",19,0,0,0,2,4,3
"F","A","AZ",36,2,1,1,2,3,2
"F","B","PO",21,1,2,0,1,9,4
"F","A","IC",37,1,1,1,2,11,4
"M","B","IC",21,3,1,2,2,4,3
"F","B","AZ",23,1,1,3,3,5,5
"M","C","PO",24,1,0,1,0,9,5
"F","C","PO",16,3,2,0,1,17,4
"M","C","CJ",17,1,2,5,3,9,5
"F","B","IC",22,3,1,0,0,4,3
"F","B","IC",48,3,1,1,2,20,4
"M","A","CJ",19,2,1,3,5,8,3
"M","C","PO",16,5,1,3,2,4,5
"M","B","IC",18,2,2,0,1,16,3
"F","B","CB",21,1,1,3,3,10,5
"F","A","PO",23,2,3,1,3,5,3
"M","B","CJ",24,2,1,3,4,18,5
"M","A","CB",29,3,0,1,3,9,4
"M","B","AZ",23,0,0,1,3,7,4
"M","A","EY",15,1,1,1,4,1,3
"F","C","AZ",23,1,2,2,3,1,4
"M","B","EY",22,0,1,2,4,9,3
"F","B","EY",16,4,3,2,5,1,4
"M","A","IC",25,1,2,1,2,15,3
"M","A","PO",26,3,2,0,1,5,3
"F","A","ST",31,1,2,1,0,4,3
"F","B","CJ",24,0,0,1,4,9,4
"M","A","PO",26,0,0,0,0,11,4
"M","D","PO",25,1,1,1,4,7,4
"M","A","AZ",23,1,3,0,2,3,3
"M","A","ST",58,2,1,1,0,16,2
"F","C","AZ",22,1,1,0,2,11,5
"F","A","ST",33,1,0,1,0,17,3
"F","B","EY",15,1,1,0,3,2,3
"M","C","PO",40,1,0,4,5,20,5
"F","B","CB",20,1,1,0,2,6,4
"M","B","AZ",17,1,0,3,1,6,5
"F","D","CJ",16,5,0,1,1,6,5
"F","B","ST",20,0,1,2,1,2,4
"F","B","ST",19,2,1,2,3,5,3
"F","D","PO",27,0,0,0,0,1,4
"M","B","IC",17,0,0,0,3,4,3
"M","D","PO",19,3,3,1,1,7,5
"M","C","AZ",15,1,1,1,1,19,5
"M","A","PO",37,3,1,3,2,22,5
"F","B","CJ",24,0,3,0,4,6,3
"M","C","CJ",20,1,0,2,4,14,5
"M","C","PO",34,0,1,1,5,21,4
"M","B","CB",25,1,0,1,3,7,3
"F","C","CB",20,1,0,3,3,12,5
"F","C","CB",33,1,1,0,0,1,3
"F","B","CB",22,1,1,0,0,2,4
"M","B","PO",24,2,2,4,3,6,5
"M","A","CJ",40,0,1,0,1,18,4
"F","B","PO",27,0,0,2,3,14,3
"M","B","AZ",24,2,2,1,1,4,5
"M","B","ST",21,1,0,2,3,4,3
"M","B","CJ",35,1,1,1,4,25,3
"M","B","EY",20,2,1,5,1,4,5
"F","A","PO",18,1,2,4,6,10,5
"F","B","IC",15,1,4,4,4,1,4
"F","C","AZ",25,1,1,3,1,11,1
"M","A","AZ",29,3,5,0,2,11,3
"M","D","AZ",23,1,0,2,0,6,5
"F","A","EY",37,1,1,1,4,12,4
"F","B","EY",28,1,4,0,1,1,2
"M","D","PO",16,2,0,3,9,2,4
"M","A","CJ",39,0,1,0,3,15,3
"M","C","PO",24,1,2,7,1,20,5
"F","C","PO",26,2,2,2,2,7,5
"M","B","AZ",16,1,1,1,1,7,3
"M","C","PO",26,1,1,1,0,26,5
"F","B","PO",46,1,1,5,3,23,5
"M","A","IC",16,1,1,2,5,1,3
"F","A","CB",20,2,1,1,2,14,5
"M","C","EY",27,0,1,0,3,33,3
"M","A","CJ",32,3,1,0,1,1,3
"F","C","AZ",28,2,3,2,2,12,4
"M","C","PO",15,0,1,4,0,34,5
"M","A","CJ",29,1,3,0,0,4,2
"F","A","PO",16,4,0,1,6,1,4
"M","B","PO",18,2,1,0,2,3,4
"F","D","CB",15,3,2,3,2,4,5
"F","B","PO",15,2,0,1,2,1,4
"F","C","CJ",34,1,0,0,1,2,3
"F","A","PO",27,1,0,1,5,9,4
"M","B","AZ",26,2,0,1,0,31,5
"F","C","IC",23,2,1,1,2,2,3
"M","A","CB",25,2,1,0,2,14,3
"M","B","PO",29,2,3,3,0,15,5
"M","C","CB",23,3,1,3,2,4,5
"M","B","CB",32,4,0,0,3,22,4
"M","B","CJ",22,1,0,1,5,5,3
"F","C","CB",19,0,0,2,3,9,3
"F","A","CB",21,1,1,1,2,4,4
"F","A","IC",15,2,1,0,1,1,4
"F","A","IC",41,0,0,1,1,3,3
"F","B","CJ",16,0,1,1,3,3,4
"F","B","AZ",38,0,0,0,1,13,3
"F","B","AZ",16,0,2,2,3,8,4
"M","B","AZ",29,3,2,0,0,11,4
"F","B","AZ",15,4,1,2,1,4,5
"F","B","PO",15,1,0,2,2,9,5
"F","C","EY",19,0,0,0,3,2,3
"F","B","ST",15,1,0,1,4,1,3
"F","A","IC",26,1,2,0,2,15,4
"F","A","AZ",36,1,1,1,4,9,3
"F","A","CB",26,0,0,0,2,7,4
"F","B","CB",16,2,0,6,3,11,5
"F","A","CJ",28,1,1,2,0,10,5
"F","B","AZ",21,3,1,1,1,9,3
"F","D","CJ",15,1,2,2,1,9,4
"F","A","EY",21,2,0,0,2,8,3
"F","B","PO",17,2,0,0,4,2,4
"M","A","IC",21,4,1,3,3,3,3
"F","A","CJ",30,3,1,1,3,2,3
"M","A","AZ",20,4,0,3,0,6,5
"F","C","PO",17,3,3,5,2,6,5
"F","B","AZ",41,2,0,0,4,13,4
"F","B","CJ",18,2,1,0,1,3,4
"F","A","CB",32,2,0,0,1,19,3
"F","B","IC",27,2,1,3,3,2,3
"F","A","AZ",19,2,1,0,2,16,4
"M","B","CB",18,3,1,0,5,6,3
"M","B","PO",31,0,2,1,2,14,4
"F","B","EY",40,0,2,0,2,13,4
"F","B","PO",17,4,2,0,2,4,3
"F","A","AZ",28,0,2,0,2,8,2
"F","C","CJ",25,0,1,0,0,1,3
"M","C","PO",26,1,2,0,3,6,4
"M","C","CB",21,3,1,1,2,11,4
"M","C","AZ",37,0,2,0,2,7,3
"M","B","PO",16,1,1,0,3,1,3
"M","C","AZ",21,1,2,2,5,10,3
"F","C","CJ",22,1,1,1,2,16,3
"M","B","EY",22,1,0,5,1,6,5
"M","C","AZ",20,1,0,3,3,16,5
"F","D","EY",27,2,2,0,6,8,3
"F","A","CJ",30,1,0,1,2,3,3
"F","C","ST",19,1,0,2,1,4,5
"M","C","CB",28,2,3,2,0,9,5
"F","B","CB",29,0,0,0,1,18,4
"M","A","PO",17,4,4,2,3,11,5
"M","A","AZ",31,0,1,0,0,10,2
"F","A","PO",40,5,4,6,4,8,5
"F","A","EY",18,0,2,0,0,3,3
"F","A","CB",89,1,2,0,1,49,3
"M","B","CB",22,2,0,1,3,9,3
"M","A","PO",33,1,1,3,3,28,5
"F","B","AZ",17,1,2,0,2,3,3
"M","A","PO",17,1,0,3,2,5,5
"M","B","AZ",19,2,0,2,3,2,4
"M","A","PO",20,1,1,1,1,8,5
"M","C","ST",57,2,0,3,1,16,5
"F","C","EY",67,2,1,2,0,7,3
"M","C","PO",18,4,2,2,2,4,5
"F","C","CB",17,1,0,1,5,2,4
"F","B","CB",16,3,2,2,6,2,3
"M","B","PO",18,2,0,2,0,4,5
"F","B","AZ",18,3,0,1,0,7,5
"M","A","AZ",41,0,4,1,2,20,3
"F","B","AZ",15,1,2,0,1,5,5
"M","B","ST",33,5,1,1,2,7,4
"F","A","IC",26,4,3,0,2,2,2
"F","A","AZ",24,3,2,0,3,2,3
"F","C","AZ",46,3,2,5,3,13,5
"F","B","CB",37,2,1,1,2,4,2
"F","B","EY",22,3,0,0,2,2,4
"F","B","EY",25,2,1,1,1,11,3
"F","C","AZ",16,1,0,4,1,6,5
"M","D","AZ",25,1,0,1,4,13,5
"F","A","CJ",32,1,0,0,2,3,4
"F","B","EY",21,0,0,0,1,9,4
"F","A","PO",18,1,0,4,4,7,5
"F","A","PO",16,2,1,0,0,8,5
"F","B","CB",24,0,3,1,1,9,3
"M","A","AZ",15,5,0,1,0,9,5
"F","A","CJ",27,1,0,6,2,10,5
"F","A","ST",27,0,0,1,0,4,2
"F","A","CJ",71,2,3,0,0,41,3
"F","B","CB",30,3,1,3,0,7,5
"F","C","PO",24,2,0,5,3,20,5
"M","A","EY",38,0,0,1,2,2,4
"F","B","AZ",20,0,0,0,1,9,4
"M","B","PO",21,0,0,1,4,14,3
"M","B","CJ",27,0,2,4,1,12,5
"M","D","AZ",22,1,2,1,0,18,5
"M","B","CB",23,2,0,3,5,2,3
"M","B","AZ",23,2,1,2,5,8,3
"M","A","AZ",29,0,0,1,4,8,4
"M","A","IC",38,0,0,1,1,4,2
"F","A","AZ",39,1,1,3,2,5,2
"M","A","CB",17,1,0,4,6,22,5
"F","B","AZ",38,0,0,1,2,30,3
"F","B","PO",18,2,1,1,1,5,5
"F","A","CB",33,1,0,0,0,13,4
"M","A","CB",15,1,0,0,6,5,3
"F","A","AZ",32,0,0,1,0,1,2
"F","A","EY",26,0,1,3,3,9,2
"F","B","AZ",54,2,1,1,1,2,3
"M","C","PO",33,0,0,1,1,4,5
"F","A","AZ",25,1,0,4,2,4,2
"F","A","CB",31,1,3,2,0,3,4
"F","D","AZ",17,3,1,3,2,4,5
"M","A","PO",29,0,0,1,4,9,5
"M","A","PO",26,0,0,1,1,7,3
"F","B","EY",21,0,2,0,1,4,3
"F","C","EY",18,2,0,1,3,7,4
"F","A","EY",23,2,3,1,2,1,3
"F","C","PO",40,3,1,1,0,7,5
"M","B","AZ",26,2,0,2,3,1,3
"M","A","IC",15,0,2,0,3,5,3
"M","B","CB",25,1,2,5,4,6,3
"F","A","IC",24,2,0,1,4,4,3
"M","C","CJ",17,4,0,2,0,5,5
"M","A","CJ",18,0,0,0,0,1,4
"M","A","CB",18,3,1,2,3,3,3
"F","C","PO",18,0,0,1,3,9,4
"F","A","CB",18,1,0,0,7,5,3
"M","A","CJ",16,1,0,2,4,2,3
"F","A","PO",35,0,0,4,7,16,3
"F","A","PO",15,1,1,0,1,2,4
"M","A","EY",15,0,1,3,3,1,4
"F","D","AZ",19,1,1,0,0,7,3
"M","B","CJ",23,2,2,0,2,8,3
"F","B","PO",45,0,1,0,1,20,3
"F","B","CB",20,2,0,2,2,3,4
"F","D","IC",15,4,4,4,2,6,4
"F","C","CB",19,1,1,0,3,6,4
"F","A","IC",29,1,0,1,2,2,2
"F","B","PO",25,4,5,1,1,9,5
"M","C","AZ",15,0,1,2,3,1,4
"F","C","CJ",22,5,1,3,2,8,5
"M","C","PO",18,2,1,6,4,9,5
"M","A","PO",34,1,0,4,3,11,5
"M","B","AZ",32,3,0,4,2,28,5
"M","C","EY",18,0,0,0,2,4,4
"M","C","AZ",19,1,0,2,4,3,3
"F","C","PO",15,4,0,0,4,2,3
"M","A","AZ",15,2,1,0,2,3,3
"F","B","AZ",34,1,0,1,2,8,3
"M","B","AZ",15,1,1,1,2,6,3
"M","C","PO",30,3,0,5,2,6,5
"F","A","EY",29,0,1,0,4,10,4
"F","C","CB",23,2,1,1,3,20,3
"M","D","EY",19,0,2,2,2,4,4
"F","B","EY",15,0,2,0,2,2,3
"F","B","CJ",22,0,2,4,3,19,5
"M","A","CB",22,0,0,6,4,8,4
"F","C","PO",19,6,0,5,2,8,5
"F","C","PO",20,1,1,2,3,11,5
"M","B","AZ",31,5,3,2,3,18,5
"F","A","ST",30,0,0,1,2,6,3
"M","A","AZ",22,3,2,3,2,12,5
"M","B","PO",24,3,0,0,2,2,3
"F","B","EY",30,1,2,1,1,3,4
"M","B","PO",42,4,1,1,0,7,5
"F","B","EY",28,3,0,1,1,19,4
"F","A","CB",28,1,2,0,1,2,6
"F","A","PO",18,0,0,2,4,1,4
"M","B","CJ",16,0,1,1,2,4,5
"F","A","EY",29,1,1,2,2,2,3
"M","B","CB",23,0,1,1,6,7,4
"F","C","EY",15,3,1,2,2,6,5
"M","D","EY",33,0,1,1,3,12,5
"M","B","PO",17,1,2,4,4,4,5
"M","C","PO",26,2,2,4,4,20,5
"M","C","PO",15,3,2,7,3,8,5
"F","C","CJ",15,1,2,3,1,9,5
"F","A","AZ",19,0,1,0,0,1,4
"F","B","AZ",22,3,1,3,2,11,5
"M","A","PO",28,1,3,2,0,4,5
"F","C","AZ",24,1,2,2,3,3,3
"F","A","PO",26,1,1,0,1,10,5
"M","C","CB",20,2,1,0,2,1,3
"F","B","CB",16,1,1,3,2,5,5
"F","B","AZ",42,1,1,4,3,20,4
"F","A","CB",59,1,0,1,2,47,3
"F","A","EY",25,0,2,1,6,13,3
"M","D","PO",15,1,0,3,2,7,5
"F","A","PO",17,1,1,2,4,3,4
"M","B","CJ",41,0,0,1,4,18,3
"F","A","AZ",29,1,2,0,0,5,4
"M","C","PO",15,1,0,0,3,1,4
"F","C","CB",15,0,0,2,2,10,5
"M","A","PO",20,1,2,4,2,10,5
"M","C","AZ",16,0,0,2,3,4,4
"M","A","PO",22,2,0,1,0,22,5
"M","C","ST",27,3,1,0,0,15,5
"M","B","IC",16,0,0,0,4,2,4
"F","C","EY",26,0,1,5,5,13,5
"F","C","CJ",39,0,1,0,4,17,4
"M","B","PO",29,0,0,0,3,11,4
"M","C","PO",17,2,0,3,2,6,4
"F","B","IC",17,0,2,1,3,2,3
"M","B","PO",15,2,2,2,5,1,3
"M","C","CJ",42,1,1,3,2,20,5
"F","A","ST",15,0,0,0,0,3,4
"F","C","AZ",29,3,2,0,1,2,3
"F","B","AZ",23,1,3,0,6,8,3
"F","B","ST",39,1,2,2,7,26,3
"M","C","PO",26,0,1,3,4,11,5
"F","B","PO",36,0,1,0,0,5,3
"F","D","EY",16,1,0,1,1,4,3
"M","C","ST",33,1,0,3,2,8,5
"F","A","AZ",27,3,1,2,2,11,4
"M","C","PO",18,1,0,2,2,20,5
"M","B","ST",15,1,1,2,3,11,4
