"Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","Var9","Var10"
"M","B","AZ",15,1,1,5,2,4,5
"M","C","CJ",20,2,1,2,1,5,5
"M","A","CB",18,0,2,3,4,3,3
"F","A","CB",37,3,2,2,1,4,5
"F","D","PO",19,1,1,0,1,7,4
"F","A","CB",22,1,1,2,0,4,5
"M","B","CB",21,0,0,0,0,1,3
"F","D","IC",21,1,0,3,6,7,5
"F","C","CB",18,1,2,6,4,6,5
"F","A","EY",26,1,2,2,5,11,3
"F","D","CJ",42,2,3,7,3,17,5
"F","D","ST",30,2,1,1,2,15,4
"M","B","CB",18,1,1,3,5,2,3
"M","A","AZ",21,2,0,2,5,5,3
"M","B","AZ",42,2,1,2,1,19,5
"M","B","IC",35,0,2,0,3,21,4
"M","A","AZ",39,4,2,1,2,20,3
"F","A","PO",34,2,1,1,1,8,3
"F","D","AZ",30,1,0,1,3,1,3
"F","B","EY",22,0,1,0,2,4,3
"F","A","CJ",17,1,0,1,2,2,3
"M","A","ST",52,0,1,1,1,2,4
"M","C","PO",26,1,2,8,5,4,5
"F","B","AZ",22,2,2,3,5,20,4
"F","A","CJ",32,0,0,1,1,15,2
"F","B","EY",17,3,1,0,0,3,4
"F","B","CB",19,1,0,0,3,4,3
"F","B","CB",44,2,1,1,4,23,4
"F","A","CJ",26,0,1,0,1,11,3
"M","A","CB",35,1,1,2,2,7,3
"M","B","CB",27,2,0,0,1,25,5
"M","B","ST",32,6,2,0,0,9,5
"M","B","AZ",36,0,1,1,3,16,4
"M","A","CJ",38,3,0,2,2,14,5
"M","B","AZ",15,0,2,2,2,14,5
"F","B","IC",27,0,0,0,1,5,3
"M","B","PO",15,0,0,3,7,1,4
"F","A","AZ",26,1,1,1,0,2,4
"M","A","CJ",15,1,0,3,1,4,5
"F","A","PO",39,2,4,1,2,7,3
"F","C","AZ",20,1,0,2,3,3,4
"F","A","AZ",29,2,1,0,1,9,3
"F","C","AZ",38,0,0,2,2,7,3
"M","B","PO",19,0,1,2,4,1,4
"M","B","AZ",22,0,0,1,1,8,3
"M","D","PO",29,0,1,2,0,23,5
"F","A","AZ",15,7,3,3,4,10,5
"M","C","CB",34,3,1,0,1,10,5
"F","B","AZ",24,1,0,1,3,18,3
"M","C","CJ",33,0,2,0,2,15,3
"M","A","AZ",22,2,2,1,5,3,3
"M","C","PO",28,2,0,1,2,10,5
"M","B","PO",18,1,1,3,1,4,5
"F","C","AZ",17,1,0,1,3,7,5
"F","A","PO",25,2,2,0,0,3,2
"M","C","AZ",20,3,1,4,1,7,5
"F","A","AZ",31,0,0,1,2,8,3
"M","D","AZ",20,3,1,2,1,4,5
"F","B","AZ",18,2,2,1,0,9,3
"M","B","CB",23,1,0,0,2,6,4
"F","B","CJ",27,1,1,1,0,5,5
"M","B","AZ",17,0,3,0,1,3,4
"F","A","EY",17,0,0,0,1,3,4
"F","C","CJ",15,1,0,3,2,4,5
"M","C","PO",17,2,1,3,2,4,5
"F","A","AZ",26,1,1,0,0,3,4
"F","A","AZ",17,1,4,0,1,1,4
"F","B","IC",21,4,3,1,1,12,5
"F","C","EY",16,0,1,2,2,1,4
"M","A","PO",19,0,1,2,6,3,3
"F","C","CB",39,1,0,1,1,21,3
"F","B","PO",22,2,3,0,3,6,3
"F","B","PO",30,5,0,3,2,7,5
"M","D","PO",33,1,1,4,2,9,5
"M","B","CB",24,2,1,1,3,5,4
"F","B","AZ",20,1,0,0,3,10,3
"F","D","EY",16,0,1,1,3,4,4
"M","A","AZ",15,0,3,0,2,3,3
"F","C","AZ",23,2,0,2,1,13,5
"M","B","EY",19,0,0,1,2,1,3
"F","B","PO",25,1,0,2,3,11,4
"F","B","AZ",20,1,0,6,5,5,5
"M","B","AZ",25,2,0,2,2,1,5
"M","B","IC",24,0,0,0,2,6,3
"F","B","EY",20,2,2,2,8,6,4
"F","C","IC",35,1,0,3,3,8,4
"F","A","IC",33,0,0,1,2,1,3
"F","A","ST",48,0,1,1,4,27,4
"M","B","PO",57,0,2,0,5,33,4
"F","C","AZ",21,3,0,3,0,4,5
"M","D","EY",26,0,0,0,3,9,4
"F","C","IC",35,1,0,1,2,5,1
"M","B","PO",19,3,2,3,1,12,5
"F","C","EY",17,3,2,4,1,5,4
"F","D","EY",26,2,2,1,3,1,4
"F","B","CJ",17,1,1,4,4,8,5
"F","C","AZ",16,3,1,6,1,6,5
"M","B","CB",29,0,2,1,3,6,3
"M","A","CJ",19,1,0,2,4,2,4
"M","A","CB",30,2,1,1,1,3,2
"F","C","AZ",19,0,0,1,3,2,4
"F","B","CJ",40,1,1,1,2,12,4
"M","A","AZ",27,0,0,0,2,15,4
"M","D","AZ",26,0,0,1,3,4,3
"F","A","ST",34,0,1,0,1,3,4
"F","B","AZ",17,2,1,1,2,13,5
"M","B","EY",16,2,1,3,4,1,4
"F","B","CB",15,1,1,1,5,1,4
"M","D","CB",19,3,2,4,3,9,4
"F","B","CB",18,0,2,0,1,2,3
"F","A","AZ",26,2,2,0,1,6,3
"M","C","PO",28,2,1,2,4,8,5
"M","B","PO",22,1,0,2,6,10,4
"M","A","CB",23,1,2,1,2,12,4
"F","B","CJ",41,0,0,1,1,22,4
"M","A","EY",28,1,3,2,6,13,3
"F","A","CB",30,2,0,4,1,9,5
"M","B","CJ",17,0,1,3,3,9,5
"F","A","AZ",35,1,3,1,3,13,3
"F","D","AZ",35,3,0,6,4,11,5
"F","B","EY",16,3,1,1,1,5,5
"F","D","CB",16,0,0,1,4,1,3
"F","B","PO",19,2,1,7,3,5,5
"F","C","ST",18,0,0,0,1,2,3
"F","A","CJ",48,0,1,2,1,9,3
"F","B","IC",31,2,0,1,5,19,4
"M","B","PO",38,0,1,0,2,10,3
"M","B","IC",24,0,1,1,2,6,4
"F","A","IC",29,2,2,1,0,5,3
"F","B","CB",19,1,2,0,0,6,3
"M","C","PO",29,1,3,0,6,12,4
"M","A","EY",30,2,2,7,3,25,5
"F","C","EY",25,2,1,3,4,11,3
"M","B","CB",32,3,2,1,4,12,4
"F","C","IC",48,2,1,1,3,5,3
"M","A","PO",32,1,0,2,0,4,3
"F","A","EY",15,0,1,1,3,3,4
"F","A","CJ",29,0,0,2,1,1,3
"F","B","PO",22,1,0,5,2,5,5
"F","A","CJ",17,2,2,0,3,1,4
"M","D","AZ",23,1,0,4,3,17,5
"F","B","EY",33,3,1,1,3,22,3
"M","B","AZ",15,0,1,0,0,1,3
"M","D","PO",21,8,0,9,4,16,5
"M","B","AZ",34,2,0,5,1,10,5
"M","A","AZ",26,0,1,1,1,6,1
"M","C","AZ",50,1,2,0,0,18,3
"F","B","IC",15,0,1,2,1,2,3
"M","B","CJ",26,2,0,1,0,10,3
"M","A","AZ",27,0,2,1,1,1,3
"M","B","PO",20,1,1,4,1,17,5
"F","C","PO",23,1,3,5,5,11,5
"M","B","AZ",26,0,0,0,4,9,4
"M","B","ST",25,0,1,3,4,4,5
"F","B","IC",39,3,2,2,1,8,3
"F","C","AZ",16,1,1,5,3,5,5
"M","B","CJ",29,3,1,4,1,9,5
"F","B","AZ",21,4,3,1,3,1,3
"F","B","ST",17,0,0,1,1,3,3
"F","A","IC",38,2,1,1,0,9,4
"F","A","CJ",15,2,0,1,1,4,3
"F","C","PO",17,2,3,3,3,5,5
"F","D","PO",18,2,1,2,1,6,5
"F","B","PO",20,2,2,1,3,1,3
"M","B","PO",35,0,0,2,3,37,5
"F","B","PO",16,5,1,5,4,7,5
"F","B","AZ",26,2,2,2,6,7,3
"F","A","PO",20,1,1,1,1,12,3
"F","C","PO",28,1,1,2,0,29,4
"F","A","EY",17,3,0,9,3,5,5
"M","C","PO",27,2,3,2,1,13,5
"F","A","CB",15,0,1,2,5,6,4
"F","C","PO",15,0,1,0,2,1,4
"F","C","PO",17,0,2,0,2,1,4
"F","C","ST",15,1,1,5,1,6,4
"F","A","PO",29,2,2,3,2,9,5
"F","B","CB",27,2,1,0,2,13,3
"F","B","EY",42,1,2,1,3,24,3
"F","A","IC",16,1,1,2,3,3,4
"F","C","PO",36,2,1,6,2,5,5
"M","C","CB",17,0,0,3,2,8,5
"M","A","CB",23,0,0,1,1,9,4
"F","A","IC",35,0,1,2,5,10,4
"F","B","IC",25,0,1,0,4,10,4
"F","B","AZ",39,0,0,1,1,12,4
"F","B","CB",35,2,1,2,4,21,3
"F","B","IC",29,0,0,2,1,4,3
"M","B","PO",18,2,1,6,6,4,5
"F","A","ST",25,1,0,0,2,1,3
"M","A","CB",35,0,0,1,1,11,3
"F","A","AZ",29,0,1,1,1,1,3
"M","C","PO",20,1,2,3,2,8,5
"F","B","CJ",29,0,3,1,5,11,3
"F","B","AZ",33,0,2,0,3,5,3
"F","A","PO",21,2,1,6,3,6,5
"F","B","ST",20,0,0,0,6,7,3
"F","D","AZ",19,2,5,2,2,10,5
"F","C","EY",33,0,0,0,5,7,3
"F","B","EY",16,0,0,2,5,1,3
"M","C","PO",20,2,1,0,0,15,5
"F","C","AZ",20,0,1,3,3,3,4
"F","A","PO",26,0,0,0,2,15,3
"F","C","CJ",18,2,1,4,2,19,5
"F","A","CB",19,0,1,2,5,5,4
"F","B","AZ",16,0,2,0,3,3,4
"F","B","ST",18,1,1,3,7,4,4
"F","A","ST",40,0,0,0,0,4,3
"M","C","AZ",22,0,1,0,2,7,3
"F","A","CJ",25,1,1,0,1,6,4
"M","B","PO",18,3,2,0,2,12,4
"M","C","AZ",15,1,0,1,0,4,5
"M","A","CB",22,3,3,2,2,6,4
"F","D","PO",19,1,1,4,1,11,5
"F","C","ST",45,0,0,0,0,1,3
"M","B","AZ",20,4,0,3,3,16,5
"F","A","PO",23,0,0,1,4,18,5
"F","D","EY",18,0,1,1,1,2,3
"M","C","CB",17,1,1,1,1,7,5
"F","A","CJ",29,1,0,1,2,5,5
"F","C","IC",20,1,1,1,2,1,5
"M","B","ST",29,0,2,1,3,4,5
"M","C","AZ",18,0,0,4,3,9,5
"F","C","AZ",20,3,3,2,2,1,3
"F","B","CB",43,1,0,2,4,30,4
"M","C","IC",19,3,0,0,0,5,3
"F","A","PO",26,0,0,0,1,4,3
"F","B","PO",22,4,0,2,1,6,4
"F","B","CB",45,2,3,2,4,22,4
"M","C","AZ",39,1,0,1,11,27,4
"F","A","IC",34,1,1,1,0,1,2
"F","B","EY",28,2,3,1,5,21,4
"M","B","AZ",20,0,1,1,1,5,3
"F","A","PO",27,2,2,1,0,7,2
"F","A","EY",36,0,1,2,4,14,4
"M","B","PO",17,0,0,1,6,4,4
"F","A","EY",15,0,1,0,1,1,3
"F","A","IC",36,2,1,0,1,12,3
"F","C","EY",18,2,1,0,1,8,4
"F","B","CB",26,1,1,1,2,7,3
"F","D","CB",16,1,1,0,4,6,4
"F","A","CJ",30,0,1,0,0,7,3
"M","D","AZ",32,3,2,2,1,13,6
"F","B","AZ",17,1,0,0,1,1,3
"F","C","PO",28,1,1,2,3,7,4
"M","C","AZ",37,0,3,1,3,17,5
"F","C","CJ",18,0,1,3,1,5,5
"F","B","PO",17,1,5,1,6,6,3
"F","C","PO",22,2,3,2,1,4,5
"F","C","IC",32,3,2,1,0,13,2
"M","B","AZ",17,2,1,1,0,5,5
"F","A","CJ",47,1,0,1,1,30,4
"M","C","PO",40,3,0,2,1,23,5
"F","B","PO",28,1,0,3,4,8,5
"M","A","CJ",31,0,2,1,3,24,4
"F","B","IC",35,0,0,2,1,7,2
"F","A","AZ",33,3,2,3,3,26,4
"M","A","PO",21,3,3,3,1,4,5
"F","C","EY",25,1,1,1,6,5,4
"M","B","CB",56,0,0,0,1,25,4
"M","D","EY",43,3,1,2,0,10,5
"M","B","PO",36,2,2,3,0,5,5
"M","A","PO",39,2,2,2,1,14,5
"M","B","AZ",16,1,0,4,2,9,5
"F","A","PO",30,3,0,2,1,50,5
"F","A","CJ",22,0,1,1,1,7,3
"F","B","PO",15,1,1,3,4,13,5
"M","A","CJ",28,0,1,3,1,2,3
"F","C","EY",25,2,1,1,5,7,3
"M","B","AZ",23,1,2,1,3,7,4
"M","B","PO",19,3,0,1,1,8,5
"F","C","AZ",20,1,1,0,2,12,3
"F","B","IC",18,0,0,1,3,24,3
"F","A","CB",37,0,1,0,1,21,3
"M","B","PO",24,1,3,0,0,8,4
"M","A","CB",28,0,2,1,3,5,4
"F","C","CB",24,0,0,2,1,7,5
"F","B","EY",20,1,1,1,7,16,4
"F","A","PO",27,2,2,1,1,8,3
"F","B","PO",25,2,0,7,3,17,5
"M","B","PO",21,1,0,2,5,4,5
"F","A","CB",17,0,0,3,5,2,3
"M","D","CB",17,2,0,1,0,6,5
"F","A","CJ",19,3,0,4,5,10,3
"M","B","EY",17,0,1,2,4,7,3
"M","D","AZ",26,1,0,0,4,3,3
"M","A","ST",18,1,0,2,4,6,4
"M","D","PO",15,1,0,2,1,8,5
"M","A","AZ",16,1,2,0,2,2,3
"F","B","IC",26,1,0,2,6,12,3
"F","C","AZ",16,1,1,9,6,7,5
"F","B","CJ",22,0,0,3,1,19,5
"F","B","CJ",16,2,0,1,2,12,5
"F","A","CB",34,1,2,0,0,6,3
"M","A","ST",26,0,2,1,3,11,3
"M","A","CJ",21,0,0,5,3,6,5
"M","B","ST",15,0,3,1,0,2,3
"M","A","AZ",37,1,1,7,3,10,5
"M","C","AZ",17,3,2,2,1,8,5
"F","B","PO",16,1,0,2,1,7,4
"M","A","AZ",15,3,1,0,2,1,4
"M","C","PO",19,2,0,2,2,9,5
"M","A","AZ",27,1,2,0,1,3,4
"F","C","PO",23,5,1,0,1,8,5
"F","C","IC",29,1,2,3,1,1,3
"F","B","PO",33,3,2,5,1,25,5
"F","A","CJ",41,1,1,1,0,11,3
"M","B","CB",22,6,1,3,1,15,5
"F","C","CB",27,2,3,3,1,14,5
"M","A","AZ",33,0,0,0,3,5,3
"M","A","AZ",32,2,1,2,2,3,2
"M","B","PO",16,1,0,3,4,2,4
"F","B","AZ",17,0,4,1,1,3,4
"F","A","IC",23,1,1,3,3,8,3
"F","A","AZ",29,1,1,2,0,4,3
"F","B","CJ",15,0,0,1,2,10,5
"F","C","PO",16,1,1,2,1,4,5
"M","B","IC",30,1,0,2,1,4,3
"F","A","AZ",28,0,1,0,1,13,1
"F","C","AZ",20,1,1,0,1,1,3
"M","A","AZ",16,1,1,2,3,6,3
"M","A","PO",26,0,2,0,2,0,2
"M","A","CB",22,3,1,6,3,4,5
"F","B","PO",15,1,1,1,4,2,3
"F","B","CB",18,0,1,2,3,9,3
"F","B","PO",18,2,2,3,4,4,4
"F","B","ST",25,2,1,4,2,8,5
"F","A","IC",51,2,0,0,0,13,2
"F","B","PO",17,0,2,1,3,2,4
"M","B","EY",15,0,2,0,2,1,4
"F","A","ST",34,1,1,2,1,9,3
"F","B","EY",20,2,0,2,4,8,4
"F","B","AZ",20,3,2,3,1,5,5
"M","B","PO",25,3,3,1,2,8,3
"F","B","IC",32,2,0,2,4,15,3
"F","B","EY",16,0,0,3,2,1,4
"M","B","CB",17,0,0,2,3,5,5
"F","A","CB",25,1,2,2,2,4,4
"F","A","EY",27,2,1,1,0,0,4
"F","B","AZ",16,0,1,0,3,4,4
"M","B","EY",16,0,0,1,3,2,3
"M","C","PO",19,3,2,5,5,10,5
"F","A","IC",31,2,1,2,3,14,4
"M","B","ST",35,0,1,0,1,26,4
"F","B","ST",29,2,1,0,1,2,3
"F","A","EY",30,1,1,2,0,3,4
"M","B","IC",34,2,2,1,3,2,2
"F","A","ST",25,1,2,1,2,1,3
"M","B","CJ",30,2,1,3,0,5,5
"F","C","AZ",21,0,0,0,4,4,3
"M","C","CJ",26,2,2,1,2,22,2
"F","A","IC",36,3,1,1,1,2,3
"F","B","PO",24,1,0,2,2,17,5
"F","B","EY",28,3,1,0,3,29,4
"F","D","EY",20,1,1,1,2,23,5
"M","A","IC",28,0,1,0,3,11,3
"M","D","AZ",30,0,1,0,0,17,3
"M","A","IC",29,1,2,1,1,5,1
"F","A","ST",39,2,0,1,2,5,3
"M","A","ST",17,1,0,1,2,2,4
"F","C","CB",27,1,0,4,0,5,1
"F","D","PO",31,0,2,1,4,11,3
"F","A","AZ",28,3,2,2,2,4,2
"M","D","CB",24,0,3,5,0,9,5
"F","C","ST",39,3,0,3,2,11,5
"M","D","PO",16,3,2,0,5,1,4
"F","B","PO",33,1,0,2,3,26,4
"M","B","ST",22,2,1,4,2,6,5
"F","A","CJ",16,0,1,4,7,2,3
"F","A","CB",29,3,2,0,0,4,1
"F","A","PO",23,3,2,0,4,14,3
"F","B","EY",25,1,1,1,4,16,3
"F","B","CJ",28,2,0,2,3,12,4
"F","B","AZ",18,0,0,0,0,1,3
"M","A","EY",21,0,0,1,3,13,4
"F","A","EY",16,2,0,2,5,2,3
"M","A","CJ",36,0,1,0,2,11,3
"F","B","CJ",26,2,2,2,5,1,3
"F","B","CB",18,1,1,4,1,4,5
"M","A","AZ",18,2,1,0,2,2,4
"F","A","ST",18,2,1,0,4,2,3
"M","C","CJ",37,1,3,2,2,23,3
"M","B","ST",17,0,3,0,0,1,3
"F","B","AZ",21,0,0,2,6,1,3
"M","A","PO",33,0,1,0,2,12,4
"F","B","PO",17,1,1,3,3,7,5
"M","C","IC",19,1,2,1,2,1,4
"F","A","AZ",37,1,1,2,0,10,3
"M","B","PO",20,0,2,0,2,2,4
"F","B","AZ",23,0,1,3,2,24,5
"F","B","EY",26,0,3,3,2,3,4
"F","B","CJ",15,0,2,1,2,3,4
"M","A","EY",41,0,0,1,3,21,4
"F","A","AZ",20,0,1,1,2,5,3
"F","C","IC",18,3,0,1,0,2,4
"F","B","PO",23,2,3,0,0,15,3
"M","A","IC",16,1,1,1,3,2,3
"M","B","AZ",38,3,0,2,2,27,5
"F","A","IC",29,3,3,1,2,5,3
"F","B","AZ",24,0,1,1,1,16,3
"F","B","CB",37,0,1,2,4,16,4
"M","B","EY",17,1,2,0,3,6,4
"M","B","EY",26,5,1,1,6,9,3
"F","B","PO",16,1,4,2,2,4,3
"F","B","EY",16,1,3,2,3,4,3
"F","A","PO",28,1,1,2,3,11,4
"F","C","EY",22,2,0,3,3,10,3
"M","A","ST",28,0,0,2,0,3,2
"F","B","AZ",25,0,0,1,0,4,3
"F","D","CB",39,2,1,0,0,6,3
"M","C","CJ",15,1,1,3,1,4,5
"F","B","PO",28,1,0,0,3,28,4
"M","B","EY",27,1,3,1,3,12,4
"F","B","IC",17,1,1,0,0,2,4
"F","B","CJ",16,0,1,1,1,4,3
"M","A","ST",21,1,2,5,5,10,5
"M","A","IC",29,2,2,3,1,3,2
"M","B","CB",19,1,1,1,1,8,5
"F","B","ST",15,1,0,1,4,1,3
"F","A","IC",42,1,3,0,1,4,2
"M","A","PO",21,0,0,1,4,9,4
"M","D","CB",17,1,0,3,2,5,5
"F","B","PO",35,0,0,2,3,23,4
"F","A","PO",17,1,0,5,1,6,5
"F","A","IC",38,1,0,2,0,0,4
"F","B","EY",22,1,0,0,2,8,3
"M","B","PO",17,1,2,3,2,6,4
"F","A","CB",15,0,0,3,0,6,5
"F","A","AZ",25,4,2,0,0,4,1
"F","A","CJ",68,1,0,1,1,14,2
"F","A","AZ",31,0,0,2,0,5,3
"F","C","AZ",34,1,0,1,5,15,3
"F","C","CJ",16,1,0,3,1,7,5
"F","A","IC",15,1,0,1,1,5,5
"F","B","EY",26,0,1,0,2,10,3
"M","B","AZ",20,1,0,3,3,5,3
"F","C","PO",18,0,2,0,2,6,4
"F","A","EY",31,2,0,0,1,3,3
"M","D","AZ",15,1,0,0,2,1,4
"M","D","PO",27,0,2,0,5,8,4
"M","A","PO",22,1,1,1,2,9,3
"M","B","EY",37,0,1,2,4,10,4
"F","B","PO",24,5,0,4,3,5,5
"F","A","AZ",37,1,5,4,3,6,5
"F","D","PO",21,5,1,3,2,14,5
"F","D","PO",22,4,0,3,3,4,5
"F","A","EY",26,0,0,2,0,9,3
"F","C","PO",17,1,1,3,0,6,5
"F","B","ST",31,1,1,1,1,2,2
"F","B","PO",25,2,1,0,1,5,3
"M","B","EY",17,1,1,4,6,5,5
"F","B","CB",19,0,2,2,4,2,3
"M","C","PO",32,1,2,0,3,4,4
"M","C","ST",16,0,2,1,2,2,4
"F","B","EY",16,0,2,0,2,1,3
"M","B","CJ",17,3,1,4,2,18,5
"F","A","EY",36,0,1,1,2,17,3
"M","A","PO",18,3,0,5,3,5,5
"M","A","AZ",31,1,0,1,1,4,2
"F","B","EY",23,1,2,1,3,24,3
"F","C","CJ",60,1,1,1,1,16,3
"F","C","CB",21,0,0,1,3,7,3
"F","B","CJ",22,0,2,1,6,6,4
"M","B","EY",25,2,2,2,2,8,5
"F","B","CB",17,0,0,1,4,4,4
"M","A","PO",19,2,1,3,1,12,5
"M","D","EY",31,0,0,2,3,22,4
"M","C","EY",26,1,2,0,1,1,2
"M","A","AZ",21,0,1,0,1,5,3
"F","A","AZ",28,1,1,1,1,12,2
"M","B","CB",23,0,1,1,2,4,4
"F","A","PO",25,4,4,2,4,6,3
"F","A","CB",18,1,0,1,3,1,3
"F","B","AZ",23,1,2,1,0,6,4
"F","A","AZ",16,2,0,2,3,4,4
"F","C","EY",25,0,3,0,3,5,4
"M","A","PO",15,0,0,0,3,2,4
"M","C","PO",32,2,2,5,2,11,5
"F","A","AZ",27,1,0,0,0,10,3
"M","B","PO",23,1,1,1,2,7,5
"F","A","EY",26,1,1,9,6,7,5
"F","B","AZ",17,1,4,4,1,2,4
"F","A","PO",28,2,0,4,4,6,5
"F","C","IC",18,2,1,1,4,2,4
"F","B","PO",42,0,0,1,2,2,2
"F","A","PO",50,0,0,2,1,15,2
"M","B","AZ",27,3,1,1,2,12,3
"M","B","CB",26,0,2,3,2,5,5
"F","A","AZ",26,1,1,0,2,3,2
"M","B","AZ",15,2,3,1,0,8,5
"M","C","PO",16,2,1,0,0,4,5
"F","C","PO",18,2,1,3,1,11,5
"F","A","PO",25,0,0,2,0,3,4
"F","A","AZ",25,0,1,3,0,15,3
"F","D","PO",20,0,0,1,1,5,3
"F","A","IC",25,5,1,1,2,11,3
"F","B","CB",23,1,3,1,6,14,3
"M","A","AZ",22,0,0,2,2,3,3
"F","A","CB",17,1,0,2,5,3,3
"F","D","AZ",55,2,0,1,0,25,5
"M","C","EY",21,1,1,0,1,10,3
"M","A","CB",29,3,0,1,1,10,3
"F","C","PO",15,1,2,1,5,3,4
"F","A","CB",31,3,1,2,3,42,5
"F","B","AZ",20,1,1,1,4,5,4
"F","B","EY",20,1,0,0,2,10,4
"M","A","IC",18,4,0,0,3,4,4
"M","B","PO",33,1,0,0,2,6,4
"F","B","CJ",19,1,1,2,2,3,4
"F","D","AZ",34,1,1,0,1,1,3
"M","C","EY",23,1,3,0,4,11,3
"M","B","EY",31,0,0,2,4,13,4
"M","B","AZ",23,1,1,2,4,2,3
"F","B","CJ",23,1,2,4,4,11,5
"M","B","PO",48,1,0,1,3,25,3
"F","A","IC",27,0,0,0,2,4,2
"M","D","AZ",17,1,2,5,3,15,5
"F","B","CB",25,2,0,0,1,13,5
"F","A","CJ",22,4,2,3,4,7,5
"F","B","EY",19,1,0,1,1,7,3
"M","C","AZ",27,0,0,1,0,1,4
"M","A","PO",17,1,2,4,4,8,5
"F","C","PO",19,1,2,1,5,6,4
"F","B","PO",22,2,0,2,6,9,3
"F","B","AZ",16,0,1,1,3,3,4
"M","C","IC",38,2,1,0,1,21,3
"F","B","AZ",34,3,0,1,2,7,4
"M","B","PO",21,1,1,1,4,5,3
"M","C","CB",20,1,1,1,2,5,4
"M","C","AZ",25,1,1,0,1,3,3
"F","D","CB",16,5,0,5,4,5,5
"M","A","IC",28,1,2,2,2,8,3
"M","A","EY",42,0,0,0,0,12,2
"F","B","PO",23,2,1,0,2,13,3
"F","C","CB",15,0,0,0,3,8,4
"M","C","EY",27,3,0,1,0,13,5
"F","A","CB",27,1,1,2,1,4,4
"F","C","PO",26,1,0,1,4,17,3
"M","B","ST",24,2,1,4,0,23,5
"F","A","AZ",18,0,1,0,2,16,3
"F","B","AZ",19,1,0,2,0,20,5
"F","B","PO",27,0,2,0,3,5,4
"M","D","PO",26,3,0,1,1,6,5
"F","A","IC",49,1,2,2,4,25,4
"M","A","PO",20,0,3,1,0,1,4
"F","B","ST",32,0,1,0,1,18,4
"F","A","PO",43,1,3,2,0,2,3
"F","B","AZ",22,0,0,3,5,1,3
"F","A","AZ",17,2,0,5,4,7,5
"F","A","IC",25,2,3,1,2,7,2
"M","A","CB",25,1,1,2,2,3,4
"F","A","AZ",27,0,1,1,1,2,4
"F","A","AZ",15,2,3,1,6,1,4
"F","A","EY",31,3,3,0,0,1,3
"F","A","AZ",25,0,0,0,0,3,1
"F","A","AZ",29,0,0,1,0,2,1
"F","A","ST",25,1,2,1,0,1,3
"M","B","EY",18,1,2,2,3,2,3
"M","C","CB",20,1,1,1,0,7,5
"M","B","AZ",17,3,0,2,3,5,5
"M","A","AZ",20,2,3,0,2,13,3
"M","A","PO",19,3,0,0,1,5,5
"F","B","PO",19,1,3,2,2,4,5
"M","D","PO",22,0,1,2,3,9,5
"F","C","ST",37,0,0,5,1,8,5
"F","A","AZ",28,0,1,2,0,1,3
"M","C","CJ",18,1,1,4,2,4,5
"M","A","AZ",41,0,2,0,3,2,3
"M","C","PO",18,0,0,0,4,6,4
"F","C","PO",24,5,2,2,3,5,5
"F","B","CB",29,2,4,5,1,8,5
"F","A","IC",25,1,4,0,1,3,3
"F","A","IC",42,1,1,0,1,31,3
"F","A","CB",43,1,1,2,2,12,2
"F","A","PO",38,1,0,0,0,9,1
"M","B","EY",19,3,2,1,4,1,4
"M","A","CB",21,3,2,2,0,5,5
"F","A","CB",29,0,2,1,1,18,3
"F","A","AZ",33,0,0,1,2,5,2
"M","B","PO",20,8,1,3,0,6,5
"M","B","AZ",15,7,1,3,4,9,5
"M","B","CJ",31,0,1,3,1,8,5
"M","A","CB",44,0,1,2,2,17,3
"F","B","IC",43,1,1,0,0,13,3
"F","A","IC",30,1,0,3,2,3,2
"M","A","CB",35,1,0,1,1,11,3
"F","B","PO",23,0,0,1,2,8,4
"F","B","EY",21,2,1,1,3,9,4
"M","C","PO",21,0,0,1,4,2,4
"F","A","ST",25,2,1,2,1,9,4
"F","C","AZ",20,2,2,7,2,10,5
"F","A","CB",30,2,1,1,0,5,5
"M","A","PO",17,3,1,3,1,14,5
"F","A","CJ",16,1,1,1,6,1,3
"F","A","CJ",27,1,3,0,1,3,3
"F","B","CB",15,1,3,3,6,2,3
"M","C","CJ",17,5,0,1,5,6,4
"F","A","AZ",22,1,1,1,3,2,4
"F","A","EY",22,3,0,0,0,4,4
"F","B","CB",19,3,1,4,5,1,3
"F","C","AZ",32,1,0,0,1,1,3
"F","B","AZ",36,5,0,1,2,22,5
"M","A","CJ",48,1,3,0,3,21,3
"M","B","PO",17,1,0,0,5,1,4
"M","C","PO",16,4,1,5,2,4,6
"F","C","EY",43,5,3,1,1,19,2
"M","A","PO",25,0,0,0,3,2,3
"F","B","PO",35,1,1,1,2,10,4
"F","B","ST",25,0,1,1,4,9,3
"M","B","AZ",27,2,2,4,4,12,5
"F","A","IC",26,3,2,0,0,6,3
"M","C","CJ",25,0,1,0,0,8,3
"F","A","CB",17,1,1,1,0,16,3
"M","C","AZ",23,0,3,2,2,11,5
"F","B","AZ",30,0,0,3,1,12,5
"M","A","CB",18,1,3,1,2,5,4
"M","C","AZ",20,2,2,7,1,5,5
"F","B","PO",48,2,0,1,2,31,3
"F","C","CJ",15,3,0,1,2,1,4
"F","B","EY",20,0,1,0,4,12,4
"F","B","PO",22,0,1,0,5,3,3
"M","A","IC",27,1,1,2,2,4,3
"F","D","EY",37,4,0,5,2,13,5
"M","B","IC",18,1,1,1,2,4,3
"F","D","PO",19,1,2,1,4,5,3
